prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io4_l2p1n1_l5p1n1_l7n1n2_d1d2,8.62,176,26,4128,17654,358,73,43,73,55.133,4245,4245,0,0,3427,64,48,26
io4_l2p1n1_l5p1n1_l7n1n4,8.834,56,23,4046,11723,389,70,70,70,41.931,3528,3528,0,0,3161,28,0,23
io4_l2p1n1_l5p1n1_l7n1n4_d1d2,8.612,176,32,6057,16550,362,70,46,70,59.852,4915,4915,0,0,4002,64,48,32
io4_l2p1n1_l5p1n1_l7n1p1,8.834,56,17,3796,11329,384,70,68,70,43.044,2840,2832,0,8,2736,28,0,17
io4_l2p1n1_l5p1n1_l7n1p1_d1d2,8.612,176,26,5302,15938,357,70,44,70,54.891,4250,4242,0,8,3453,64,48,26
io4_l2p1n1_l5p1n1_l7n1p2,9.164,56,19,4084,11722,386,73,69,73,42.319,3066,3058,0,8,2592,28,0,19
io4_l2p1n1_l5p1n1_l7n1p2_d1d2,8.612,176,28,5716,16259,359,73,45,73,56.985,4516,4508,0,8,3651,64,48,28
io4_l2p1n1_l5p1n1_l7n1p4,8.834,56,23,4173,11861,390,70,71,70,41.999,3455,3449,0,6,3162,28,0,23
io4_l2p1n1_l5p1n1_l7n1p4_d1d2,8.612,176,32,6259,16720,363,70,47,70,60.667,4927,4921,0,6,4031,64,48,32
io4_l2p1n1_l5p1n1_l7p1n1,8.827,56,40,8596,14788,507,84,75,84,64.667,6695,6695,0,0,7292,28,0,40
io4_l2p1n1_l5p1n1_l7p1n1_d1d2,8.612,224,40,10281,22438,480,84,48,84,72.908,8304,8304,0,0,8166,112,0,40
io4_l2p1n1_l5p1n1_l7p2n1,8.865,56,40,9207,16069,635,100,75,100,62.793,7119,7119,0,0,7633,28,0,40
io4_l2p1n1_l5p1n1_l7p2n1_d1d2,8.612,224,80,16287,26480,608,87,64,87,112.318,12654,12654,0,0,13287,96,0,80
io4_l2p1n1_l5p1n1_l7p4n1,8.885,56,40,8832,17872,891,132,75,132,65.329,7169,7169,0,0,7404,28,0,40
io4_l2p1n1_l5p1n1_l7p4n1_d1d2,8.612,224,160,29132,32696,864,84,96,84,180.554,21324,21324,0,0,23648,108,0,160
io4_l2p2n1_l5p2n1_l7n1n1,9.475,56,11,9621,12081,639,76,65,76,54.999,7178,7178,0,0,7569,28,0,11
io4_l2p2n1_l5p2n1_l7n1n1_d1d2,8.574,128,26,11921,18592,612,76,43,76,76.302,10283,10283,0,0,10015,16,96,26
io4_l2p2n1_l5p2n1_l7n1n2,10.062,56,11,9519,12192,641,79,65,79,53.139,7141,7141,0,0,7518,28,0,11
io4_l2p2n1_l5p2n1_l7n1n2_d1d2,8.865,128,26,12050,18747,614,79,43,79,79.655,10034,10034,0,0,9746,16,96,26
io4_l2p2n1_l5p2n1_l7n1n4,9.475,56,20,10380,12867,645,76,69,76,59.644,8004,8004,0,0,8104,28,0,20
io4_l2p2n1_l5p2n1_l7n1n4_d1d2,8.582,128,32,13407,18601,618,76,46,76,78.986,10685,10685,0,0,10671,16,96,32
io4_l2p2n1_l5p2n1_l7n1p1,9.475,56,11,9906,12349,640,76,66,76,54.431,7189,7181,0,8,7484,28,0,11
io4_l2p2n1_l5p2n1_l7n1p1_d1d2,8.828,128,26,12652,18004,613,76,44,76,80.501,10029,10021,0,8,9855,16,96,26
io4_l2p2n1_l5p2n1_l7n1p2,9.475,56,13,10258,12741,642,79,67,79,54.983,7485,7477,0,8,7754,28,0,13
io4_l2p2n1_l5p2n1_l7n1p2_d1d2,8.203,128,28,13066,18320,615,79,45,79,78.798,10406,10398,0,8,10194,16,92,28
io4_l2p2n1_l5p2n1_l7n1p4,9.475,56,20,10539,13005,646,76,70,76,59.189,7865,7858,0,7,8165,28,0,20
io4_l2p2n1_l5p2n1_l7n1p4_d1d2,8.582,128,32,13599,18771,619,76,47,76,79.095,10727,10721,0,6,10577,16,96,32
io4_l2p2n1_l5p2n1_l7p1n1,9.494,56,40,15186,16063,763,90,75,90,80.27,11018,11018,0,0,12485,28,0,40
io4_l2p2n1_l5p2n1_l7p1n1_d1d2,8.574,176,40,17033,24482,736,90,48,90,90.383,14166,14166,0,0,13780,60,48,40
io4_l2p2n1_l5p2n1_l7p2n1,9.514,56,40,15605,17345,891,106,75,106,79.787,11553,11553,0,0,12852,28,0,40
io4_l2p2n1_l5p2n1_l7p2n1_d1d2,8.828,176,80,22963,28520,864,93,64,93,127.395,18272,18272,0,0,19035,56,48,80
io4_l2p2n1_l5p2n1_l7p4n1,9.553,56,40,15262,19145,1147,138,75,138,80.377,11435,11435,0,0,12428,28,0,40
io4_l2p2n1_l5p2n1_l7p4n1_d1d2,8.847,176,160,35746,34722,1120,90,96,90,199.114,27004,27004,0,0,29842,64,48,160
io4_l2p4n1_l5p4n1_l7n1n1,7.984,56,46,37789,24222,1151,70,79,70,344.982,26147,21399,0,4748,36195,28,0,46
io4_l2p4n1_l5p4n1_l7n1n1_d1d2,8.518,176,101,60015,40031,1188,70,73,70,612.288,38304,31892,0,6412,51783,64,32,101
io4_l2p4n1_l5p4n1_l7n1n2,9.687,56,46,37751,24361,1153,73,79,73,348.831,25904,21156,0,4748,35433,28,0,46
io4_l2p4n1_l5p4n1_l7n1n2_d1d2,8.537,176,101,60144,40214,1190,73,73,73,621.115,38499,32087,0,6412,52385,64,48,101
io4_l2p4n1_l5p4n1_l7n1n4,8.644,56,46,37771,24238,1157,70,79,70,436.423,25902,21154,0,4748,35977,28,0,46
io4_l2p4n1_l5p4n1_l7n1n4_d1d2,8.574,176,101,61825,38254,1194,70,73,70,623.781,38529,32117,0,6412,52878,64,48,101
io4_l2p4n1_l5p4n1_l7n1p1,7.984,56,46,38202,24462,1152,70,80,70,447.285,25769,21013,0,4756,36149,28,0,46
io4_l2p4n1_l5p4n1_l7n1p1_d1d2,8.518,176,101,61474,38183,1189,70,74,70,756.219,38586,32166,0,6420,51994,60,48,101
io4_l2p4n1_l5p4n1_l7n1p2,9.101,56,46,38263,24643,1154,73,80,73,460.447,25957,21201,0,4756,36014,28,0,46
io4_l2p4n1_l5p4n1_l7n1p2_d1d2,8.518,176,101,61661,38289,1191,73,74,73,781.73,38716,32296,0,6420,50681,64,48,101
io4_l2p4n1_l5p4n1_l7n1p4,8.644,56,46,37898,24348,1158,70,80,70,478.253,26337,21582,0,4755,36003,28,0,46
io4_l2p4n1_l5p4n1_l7n1p4_d1d2,8.518,176,101,61750,38320,1195,70,74,70,779.704,38717,32299,0,6418,52732,64,44,101
io4_l2p4n1_l5p4n1_l7p1n1,7.992,56,46,40165,25933,1275,84,77,84,459.863,28328,23580,0,4748,38410,28,0,46
io4_l2p4n1_l5p4n1_l7p1n1_d1d2,7.966,224,101,64128,42921,1312,84,71,84,812.749,41197,34785,0,6412,55412,112,0,101
io4_l2p4n1_l5p4n1_l7p2n1,8,56,46,40776,27265,1403,100,77,100,468.74,28547,23799,0,4748,39301,28,0,46
io4_l2p4n1_l5p4n1_l7p2n1_d1d2,7.966,224,101,66270,43863,1440,87,71,87,816.966,43174,36762,0,6412,57553,108,0,101
io4_l2p4n1_l5p4n1_l7p4n1,8.016,56,46,40433,29121,1659,132,77,132,470.961,28745,23997,0,4748,38763,28,0,46
io4_l2p4n1_l5p4n1_l7p4n1_d1d2,7.966,224,160,77323,49117,1696,84,96,84,875.218,51065,44653,0,6412,66790,112,0,160
io8_l2n1n1_l5n1n1_l7n1n1,7.966,56,5,1091,3073,30,12,25,12,27.109,1608,1608,0,0,1116,0,56,5
io8_l2n1n1_l5n1n1_l7n1n1_d1d2,7.966,448,5,1709,16512,31,12,26,12,107.376,7436,7436,0,0,4773,0,448,5
io8_l2n1n1_l5n1n1_l7n1n2,7.966,56,5,1325,3130,32,13,25,13,24.998,1671,1671,0,0,1115,0,56,5
io8_l2n1n1_l5n1n1_l7n1n2_d1d2,7.966,448,5,1983,17165,33,13,26,13,94.814,7328,7328,0,0,4803,0,448,5
io8_l2n1n1_l5n1n1_l7n1n4,9.085,56,5,1314,3407,36,19,25,19,26.211,1829,1829,0,0,1136,0,56,5
io8_l2n1n1_l5n1n1_l7n1n4_d1d2,7.977,448,5,2606,18390,37,19,26,19,96.187,7468,7468,0,0,4810,0,448,5
io8_l2n1n1_l5n1n1_l7n1n8,7.966,56,40,3985,5472,44,12,39,12,59.099,3587,3587,0,0,2816,0,56,40
io8_l2n1n1_l5n1n1_l7n1n8_d1d2,7.966,448,40,4853,15859,45,12,40,12,133.531,9342,9342,0,0,6585,0,448,40
io8_l2n1n1_l5n1n1_l7n1p1,7.966,56,5,1286,3213,31,12,26,12,26.644,1632,1624,0,8,1144,0,56,5
io8_l2n1n1_l5n1n1_l7n1p1_d1d2,7.966,448,5,1974,16684,32,12,27,12,108.157,7458,7448,0,10,4806,0,448,5
io8_l2n1n1_l5n1n1_l7n1p2,7.966,56,10,2052,3638,33,13,28,13,31.376,2056,2049,0,7,1468,0,56,10
io8_l2n1n1_l5n1n1_l7n1p2_d1d2,7.966,448,10,2500,17619,34,13,29,13,111.765,7540,7531,0,9,5073,0,448,10
io8_l2n1n1_l5n1n1_l7n1p4,8.423,56,20,2699,4591,37,19,32,19,40.474,2505,2498,0,7,1931,0,56,20
io8_l2n1n1_l5n1n1_l7n1p4_d1d2,7.966,448,20,3549,19526,38,19,33,19,122.505,8337,8326,0,11,5594,0,448,20
io8_l2n1n1_l5n1n1_l7n1p8,7.966,56,40,4111,5581,45,12,40,12,57.651,3614,3609,0,5,2845,0,56,40
io8_l2n1n1_l5n1n1_l7n1p8_d1d2,7.966,448,40,5055,22956,46,12,41,12,135.819,9343,9336,0,7,6612,0,448,40
io8_l2n1n1_l5n1n1_l7p1n1,7.977,80,80,11585,10838,154,18,53,18,99.255,8885,8885,0,0,9557,24,32,80
io8_l2n1n1_l5n1n1_l7p1n1_d1d2,7.977,640,80,12166,41674,155,18,54,18,167.221,16568,16568,0,0,9708,192,256,80
io8_l2n1n1_l5n1n1_l7p2n1,7.966,80,80,13568,11862,282,26,53,26,102.822,10304,10304,0,0,11647,24,32,80
io8_l2n1n1_l5n1n1_l7p2n1_d1d2,7.977,640,160,29173,45720,283,19,86,19,246.294,31050,31050,0,0,28590,188,256,160
io8_l2n1n1_l5n1n1_l7p4n1,8.499,80,80,14681,14280,538,42,53,42,105.088,10880,10880,0,0,12886,24,32,80
io8_l2n1n1_l5n1n1_l7p4n1_d1d2,7.977,640,320,44756,59255,539,25,150,25,379.831,37991,37991,0,0,37040,192,256,320
io8_l2n1n1_l5n1n1_l7p8n1,8.537,80,80,13817,17596,1050,74,53,74,103.66,10779,10779,0,0,12020,24,32,80
io8_l2n1n1_l5n1n1_l7p8n1_d1d2,7.977,640,640,87760,81003,1051,18,278,18,681.215,65946,65946,0,0,72372,185,256,640
io8_l2n1n2_l5n1n2_l7n1n1,7.977,56,5,1552,3284,35,16,25,16,25.005,1682,1682,0,0,1185,0,56,5
io8_l2n1n2_l5n1n2_l7n1n1_d1d2,7.977,448,5,2713,21105,36,14,26,14,80.246,7636,7636,0,0,4903,0,448,5
io8_l2n1n2_l5n1n2_l7n1n2,7.966,56,5,1786,3354,37,17,25,17,25.444,1757,1757,0,0,1184,0,56,5
io8_l2n1n2_l5n1n2_l7n1n2_d1d2,7.966,448,5,3348,21663,38,15,26,15,79.24,7545,7545,0,0,4911,0,448,5
io8_l2n1n2_l5n1n2_l7n1n4,8.423,56,5,1775,3626,41,23,25,23,25.802,1943,1943,0,0,1205,0,56,5
io8_l2n1n2_l5n1n2_l7n1n4_d1d2,7.966,448,5,3602,22943,42,21,26,21,78.079,7802,7802,0,0,4937,0,448,5
io8_l2n1n2_l5n1n2_l7n1n8,8.609,56,40,4446,5683,49,16,39,16,55.041,3667,3667,0,0,2885,0,56,40
io8_l2n1n2_l5n1n2_l7n1n8_d1d2,7.977,448,40,5849,16708,50,14,40,14,109.265,9716,9716,0,0,6720,0,448,40
io8_l2n1n2_l5n1n2_l7n1p1,7.977,56,5,1747,3424,36,16,26,16,25.09,1714,1706,0,8,1213,0,56,5
io8_l2n1n2_l5n1n2_l7n1p1_d1d2,7.977,448,5,2970,13821,37,14,27,14,82.311,7628,7618,0,10,4929,0,448,5
io8_l2n1n2_l5n1n2_l7n1p2,7.977,56,10,2513,3849,38,17,28,17,30.658,2138,2131,0,7,1537,0,56,10
io8_l2n1n2_l5n1n2_l7n1p2_d1d2,7.977,448,10,3496,14292,39,15,29,15,85.799,7762,7753,0,9,5197,0,448,10
io8_l2n1n2_l5n1n2_l7n1p4,9.066,56,20,3160,4802,42,23,32,23,38.145,2606,2599,0,7,2000,0,56,20
io8_l2n1n2_l5n1n2_l7n1p4_d1d2,7.977,448,20,4545,15271,43,21,33,21,94.511,8483,8472,0,11,5719,0,448,20
io8_l2n1n2_l5n1n2_l7n1p8,8.609,56,40,4572,5792,50,16,40,16,55.944,3699,3694,0,5,2915,0,56,40
io8_l2n1n2_l5n1n2_l7n1p8_d1d2,7.977,448,40,6051,16845,51,14,41,14,114.083,9747,9740,0,7,6733,0,448,40
io8_l2n1n2_l5n1n2_l7p1n1,7.966,80,80,12045,11039,159,22,53,22,97.069,8809,8809,0,0,9684,24,32,80
io8_l2n1n2_l5n1n2_l7p1n1_d1d2,7.966,640,80,13121,31807,160,20,54,20,149.59,16186,16186,0,0,10281,192,256,80
io8_l2n1n2_l5n1n2_l7p2n1,7.969,80,80,14028,12063,287,30,53,30,100.858,10156,10156,0,0,11689,24,32,80
io8_l2n1n2_l5n1n2_l7p2n1_d1d2,7.966,640,160,30128,43277,288,21,86,21,237.199,33168,33168,0,0,26435,192,256,160
io8_l2n1n2_l5n1n2_l7p4n1,8.555,80,80,15142,14501,543,46,53,46,101.375,10839,10839,0,0,12760,20,32,80
io8_l2n1n2_l5n1n2_l7p4n1_d1d2,7.966,640,320,45711,56812,544,27,150,27,358.541,38182,38182,0,0,36805,192,256,320
io8_l2n1n2_l5n1n2_l7p8n1,8.593,80,80,14278,17817,1055,78,53,78,104.307,10769,10769,0,0,12344,24,32,80
io8_l2n1n2_l5n1n2_l7p8n1_d1d2,7.966,640,640,88715,78562,1056,20,278,20,668.448,66164,66164,0,0,72725,192,256,640
io8_l2n1n4_l5n1n4_l7n1n1,7.977,72,14,2122,4451,47,32,30,32,35.616,2252,2252,0,0,1745,16,40,14
io8_l2n1n4_l5n1n4_l7n1n1_d1d2,7.966,448,14,2627,23032,46,26,29,26,84.643,7854,7854,0,0,5108,0,448,14
io8_l2n1n4_l5n1n4_l7n1n2,7.966,72,14,2357,4525,49,33,30,33,36.215,2338,2338,0,0,1745,16,40,14
io8_l2n1n4_l5n1n4_l7n1n2_d1d2,7.966,448,14,3262,23593,48,27,29,27,85.346,7907,7907,0,0,5115,0,448,14
io8_l2n1n4_l5n1n4_l7n1n4,9.047,72,14,2345,4793,53,39,30,39,35.837,2558,2558,0,0,1765,16,40,14
io8_l2n1n4_l5n1n4_l7n1n4_d1d2,7.977,448,14,3516,24867,52,33,29,33,83.188,7981,7981,0,0,5144,0,448,14
io8_l2n1n4_l5n1n4_l7n1n8,7.977,72,40,4536,6511,61,32,41,32,59.253,4117,4117,0,0,3262,16,40,40
io8_l2n1n4_l5n1n4_l7n1n8_d1d2,7.966,448,40,5283,17316,60,26,40,26,107.4,9714,9714,0,0,6440,0,448,40
io8_l2n1n4_l5n1n4_l7n1p1,7.977,72,14,2317,4591,48,32,31,32,35.762,2307,2299,0,8,1774,16,40,14
io8_l2n1n4_l5n1n4_l7n1p1_d1d2,7.966,448,14,2884,14804,47,26,30,26,87.724,7886,7876,0,10,5129,0,448,14
io8_l2n1n4_l5n1n4_l7n1p2,7.977,72,16,2923,4891,50,33,32,33,39.062,2674,2667,0,7,2161,16,40,16
io8_l2n1n4_l5n1n4_l7n1p2_d1d2,7.966,448,16,3250,15150,49,27,31,27,84.319,8080,8071,0,9,3937,0,448,16
io8_l2n1n4_l5n1n4_l7n1p4,8.423,72,20,3250,5630,54,39,34,39,42.209,3017,3010,0,7,2372,16,40,20
io8_l2n1n4_l5n1n4_l7n1p4_d1d2,7.966,448,20,3979,15879,53,33,33,33,92.1,8576,8565,0,11,5347,0,448,20
io8_l2n1n4_l5n1n4_l7n1p8,7.977,72,40,4662,6620,62,32,42,32,57.514,4124,4118,0,6,3286,16,40,40
io8_l2n1n4_l5n1n4_l7n1p8_d1d2,7.966,448,40,5485,17453,61,26,41,26,105.825,9768,9761,0,7,5238,0,448,40
io8_l2n1n4_l5n1n4_l7p1n1,7.966,96,80,12039,11817,171,38,55,38,100.937,9133,9133,0,0,10092,40,16,80
io8_l2n1n4_l5n1n4_l7p1n1_d1d2,7.977,640,80,12587,32377,170,32,54,32,148.858,16369,16369,0,0,10056,184,256,80
io8_l2n1n4_l5n1n4_l7p2n1,7.969,96,80,14022,12841,299,46,55,46,103.24,10527,10527,0,0,11965,40,16,80
io8_l2n1n4_l5n1n4_l7p2n1_d1d2,7.977,640,160,29594,43838,298,33,86,33,230.293,31903,31903,0,0,29406,192,256,160
io8_l2n1n4_l5n1n4_l7p4n1,8.555,96,80,15136,15279,555,62,55,62,102.655,11436,11436,0,0,13048,36,16,80
io8_l2n1n4_l5n1n4_l7p4n1_d1d2,7.977,640,320,45177,57382,554,39,150,39,359.646,40131,40131,0,0,38003,184,256,320
io8_l2n1n4_l5n1n4_l7p8n1,8.593,96,80,14272,18595,1067,94,55,94,102.112,11181,11181,0,0,12010,40,16,80
io8_l2n1n4_l5n1n4_l7p8n1_d1d2,7.977,640,640,88181,79133,1066,32,278,32,671.018,66361,66361,0,0,73670,187,256,640
io8_l2n1n8_l5n1n8_l7n1n1,8.48,72,14,2432,4764,71,26,34,26,37.732,2465,2465,0,0,1824,16,40,14
io8_l2n1n8_l5n1n8_l7n1n1_d1d2,7.966,448,23,3717,25576,66,12,32,12,80.37,8316,8316,0,0,5485,0,448,23
io8_l2n1n8_l5n1n8_l7n1n2,8.499,72,14,2667,4831,73,27,34,27,36.844,2559,2559,0,0,1823,16,40,14
io8_l2n1n8_l5n1n8_l7n1n2_d1d2,7.966,448,23,4352,26134,68,13,32,13,80.708,8245,8245,0,0,5475,0,448,23
io8_l2n1n8_l5n1n8_l7n1n4,9.634,72,14,2654,5102,77,33,34,33,37.855,2785,2785,0,0,1842,16,40,14
io8_l2n1n8_l5n1n8_l7n1n4_d1d2,7.966,448,23,4785,27347,72,19,32,19,84.623,8524,8524,0,0,5500,0,448,23
io8_l2n1n8_l5n1n8_l7n1n8,8.553,72,40,4846,6806,85,26,45,26,57.029,4305,4305,0,0,3340,16,40,40
io8_l2n1n8_l5n1n8_l7n1n8_d1d2,7.966,448,40,5893,17637,80,12,40,12,93.975,9956,9956,0,0,6902,0,448,40
io8_l2n1n8_l5n1n8_l7n1p1,8.48,72,14,2627,4904,72,26,35,26,36.957,2493,2485,0,8,1852,16,40,14
io8_l2n1n8_l5n1n8_l7n1p1_d1d2,7.966,448,23,3974,15500,67,12,33,12,84.644,8349,8339,0,10,5507,0,448,23
io8_l2n1n8_l5n1n8_l7n1p2,8.48,72,16,3233,5204,74,27,36,27,39.896,2871,2864,0,7,2175,16,40,16
io8_l2n1n8_l5n1n8_l7n1p2_d1d2,7.966,448,25,4340,15846,69,13,34,13,84.042,8382,8373,0,9,5707,0,448,25
io8_l2n1n8_l5n1n8_l7n1p4,9.01,72,20,3560,5925,78,33,38,33,42.656,3214,3207,0,7,2451,16,40,20
io8_l2n1n8_l5n1n8_l7n1p4_d1d2,7.966,448,29,5069,16575,73,19,36,19,90.005,9148,9137,0,11,5849,0,448,29
io8_l2n1n8_l5n1n8_l7n1p8,8.553,72,40,4972,6915,86,26,46,26,57.28,4324,4318,0,6,3364,16,40,40
io8_l2n1n8_l5n1n8_l7n1p8_d1d2,7.966,448,40,6095,17774,81,12,41,12,97.948,9951,9944,0,7,6929,0,448,40
io8_l2n1n8_l5n1n8_l7p1n1,8.537,96,80,12349,12111,195,32,59,32,97.368,9324,9324,0,0,9970,33,16,80
io8_l2n1n8_l5n1n8_l7p1n1_d1d2,7.977,640,80,13165,32659,190,18,54,18,139.165,16704,16704,0,0,11227,192,256,80
io8_l2n1n8_l5n1n8_l7p2n1,7.966,96,80,14332,13135,323,40,59,40,101.274,10899,10899,0,0,12022,40,16,80
io8_l2n1n8_l5n1n8_l7p2n1_d1d2,7.977,640,160,30172,44113,318,19,86,19,220.263,33227,33227,0,0,26827,192,256,160
io8_l2n1n8_l5n1n8_l7p4n1,8.518,96,80,15445,15561,579,56,59,56,102.429,11502,11502,0,0,13085,38,16,80
io8_l2n1n8_l5n1n8_l7p4n1_d1d2,7.977,640,320,45755,57664,574,25,150,25,351.718,38695,38695,0,0,37427,192,256,320
io8_l2n1n8_l5n1n8_l7p8n1,8.574,96,80,14582,18875,1091,88,59,88,101.78,11479,11479,0,0,12171,40,16,80
io8_l2n1n8_l5n1n8_l7p8n1_d1d2,7.977,640,640,88759,79419,1086,18,278,18,674.161,66517,66517,0,0,73422,188,256,640
io8_l2n1p1_l5n1p1_l7n1n1,7.966,56,5,1258,3513,34,18,29,18,36.083,1922,1922,0,0,1286,0,56,5
io8_l2n1p1_l5n1p1_l7n1n1_d1d2,7.966,448,5,1857,17624,35,18,30,18,155.695,7741,7741,0,0,4930,0,448,5
io8_l2n1p1_l5n1p1_l7n1n2,7.966,56,5,1492,3570,36,19,29,19,36.076,1972,1972,0,0,1285,0,56,5
io8_l2n1p1_l5n1p1_l7n1n2_d1d2,7.966,448,5,2115,18213,37,19,30,19,154.593,7653,7653,0,0,4933,0,448,5
io8_l2n1p1_l5n1p1_l7n1n4,9.085,56,5,1481,3847,40,25,29,25,35.972,2140,2140,0,0,1107,0,56,5
io8_l2n1p1_l5n1p1_l7n1n4_d1d2,7.977,448,5,2738,19422,41,25,30,25,156.295,7811,7811,0,0,4947,0,448,5
io8_l2n1p1_l5n1p1_l7n1n8,7.966,56,40,4153,5916,48,18,43,18,66.216,3890,3890,0,0,2986,0,56,40
io8_l2n1p1_l5n1p1_l7n1n8_d1d2,7.966,448,40,5001,16971,49,18,44,18,181.464,9676,9676,0,0,6732,0,448,40
io8_l2n1p1_l5n1p1_l7n1p1,7.966,56,5,1454,3657,35,18,30,18,37.738,1955,1947,0,8,1317,0,56,5
io8_l2n1p1_l5n1p1_l7n1p1_d1d2,7.966,448,5,2123,14088,36,18,31,18,157.158,7787,7777,0,10,4963,0,448,5
io8_l2n1p1_l5n1p1_l7n1p2,7.966,56,10,2220,4082,37,19,32,19,43.308,2364,2357,0,7,1642,0,56,10
io8_l2n1p1_l5n1p1_l7n1p2_d1d2,7.966,448,10,2649,14559,38,19,33,19,162.348,7890,7881,0,9,5216,0,448,10
io8_l2n1p1_l5n1p1_l7n1p4,8.423,56,20,2867,5035,41,25,36,25,51.561,2836,2829,0,7,2104,0,56,20
io8_l2n1p1_l5n1p1_l7n1p4_d1d2,7.966,448,20,3698,15538,42,25,37,25,158.309,8713,8702,0,11,2566,0,448,20
io8_l2n1p1_l5n1p1_l7n1p8,7.966,56,40,4279,6025,49,18,44,18,67.689,3918,3912,0,6,3016,0,56,40
io8_l2n1p1_l5n1p1_l7n1p8_d1d2,7.966,448,40,5204,17112,50,18,45,18,185.638,9709,9702,0,7,6762,0,448,40
io8_l2n1p1_l5n1p1_l7p1n1,7.977,80,80,11752,11254,158,24,57,24,109.798,9126,9126,0,0,9787,24,32,80
io8_l2n1p1_l5n1p1_l7p1n1_d1d2,7.977,640,80,12306,31890,159,24,58,24,224.364,16354,16354,0,0,10095,192,256,80
io8_l2n1p1_l5n1p1_l7p2n1,7.966,80,80,13735,12278,286,32,57,32,113.04,10674,10674,0,0,12057,24,32,80
io8_l2n1p1_l5n1p1_l7p2n1_d1d2,7.977,640,160,29313,43360,287,25,90,25,302.58,32370,32370,0,0,28590,192,256,160
io8_l2n1p1_l5n1p1_l7p4n1,8.499,80,80,14848,14704,542,48,57,48,111.09,11125,11125,0,0,13433,20,24,80
io8_l2n1p1_l5n1p1_l7p4n1_d1d2,7.977,640,320,44896,56895,543,31,154,31,441.876,38311,38311,0,0,41027,192,256,320
io8_l2n1p1_l5n1p1_l7p8n1,8.537,80,80,13984,18020,1054,80,57,80,108.585,10855,10855,0,0,11795,24,24,80
io8_l2n1p1_l5n1p1_l7p8n1_d1d2,7.977,640,640,87900,78643,1055,24,282,24,721.972,66271,66271,0,0,72373,181,256,640
io8_l2n1p2_l5n1p2_l7n1n1,7.977,72,5,1517,3737,41,22,31,22,36.336,2243,2243,0,0,1577,16,40,5
io8_l2n1p2_l5n1p2_l7n1n1_d1d2,7.977,448,5,2150,22170,40,20,30,20,116.977,8531,8531,0,0,5621,0,448,5
io8_l2n1p2_l5n1p2_l7n1n2,7.966,72,5,1750,3787,43,23,31,23,35.144,2309,2309,0,0,1575,16,40,5
io8_l2n1p2_l5n1p2_l7n1n2_d1d2,7.966,448,5,2407,22752,42,21,30,21,115.353,8425,8425,0,0,5621,0,448,5
io8_l2n1p2_l5n1p2_l7n1n4,8.423,72,5,1739,4059,47,29,31,29,35.656,2401,2401,0,0,1361,16,40,5
io8_l2n1p2_l5n1p2_l7n1n4_d1d2,7.966,448,5,3030,23956,46,27,30,27,118.553,8838,8838,0,0,5640,0,448,5
io8_l2n1p2_l5n1p2_l7n1n8,8.609,72,40,4411,6136,55,22,45,22,64.721,4256,4256,0,0,3311,16,40,40
io8_l2n1p2_l5n1p2_l7n1n8_d1d2,7.977,448,40,5294,17805,54,20,44,20,144.979,10724,10724,0,0,7444,0,448,40
io8_l2n1p2_l5n1p2_l7n1p1,7.977,72,5,1712,3877,42,22,32,22,36.99,2275,2267,0,8,1608,16,40,5
io8_l2n1p2_l5n1p2_l7n1p1_d1d2,7.977,448,5,2415,14918,41,20,31,20,117.56,8669,8659,0,10,5647,0,448,5
io8_l2n1p2_l5n1p2_l7n1p2,7.977,72,10,2478,4302,44,23,34,23,39.712,2683,2676,0,7,1995,16,40,10
io8_l2n1p2_l5n1p2_l7n1p2_d1d2,7.977,448,10,2941,15389,43,21,33,21,120.764,8771,8762,0,9,5909,0,448,10
io8_l2n1p2_l5n1p2_l7n1p4,9.066,72,20,3125,5255,48,29,38,29,48.867,3148,3141,0,7,2393,16,40,20
io8_l2n1p2_l5n1p2_l7n1p4_d1d2,7.977,448,20,3990,16368,47,27,37,27,125.821,9653,9642,0,11,4930,0,448,20
io8_l2n1p2_l5n1p2_l7n1p8,8.609,72,40,4537,6245,56,22,46,22,67.034,4267,4261,0,6,3308,16,40,40
io8_l2n1p2_l5n1p2_l7n1p8_d1d2,7.977,448,40,5496,17942,55,20,45,20,143.576,10877,10870,0,7,5887,0,448,40
io8_l2n1p2_l5n1p2_l7p1n1,7.966,96,80,11978,11453,165,28,59,28,109.395,9633,9633,0,0,10329,40,16,80
io8_l2n1p2_l5n1p2_l7p1n1_d1d2,7.966,640,80,12566,32697,164,26,58,26,185.728,16973,16973,0,0,11588,192,256,80
io8_l2n1p2_l5n1p2_l7p2n1,7.969,96,80,13961,12477,293,36,59,36,109.098,11256,11256,0,0,12415,32,8,80
io8_l2n1p2_l5n1p2_l7p2n1_d1d2,7.966,640,160,29573,44167,292,27,90,27,267.276,32801,32801,0,0,26822,184,256,160
io8_l2n1p2_l5n1p2_l7p4n1,8.555,96,80,15074,14903,549,52,59,52,110.987,11347,11347,0,0,13198,40,16,80
io8_l2n1p2_l5n1p2_l7p4n1_d1d2,7.966,640,320,45156,57702,548,33,154,33,393.479,38707,38707,0,0,37243,190,256,320
