clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
9.246,8,40,29752,14918,524,73,24,73,82.686,13040,10156,512,2372,23614,4,0,40
8.621,32,160,45784,27556,525,24,73,24,220.19,26037,20081,512,5444,34326,16,0,160
9.631,8,40,29776,14950,529,72,25,72,85.408,12761,9877,512,2372,23507,4,0,40
8.659,32,160,45797,27466,529,21,73,21,224.357,27405,21449,512,5444,35358,16,0,160
8.659,8,40,29716,14868,523,69,25,69,83.932,13088,10204,512,2372,23472,4,0,40
8.034,32,160,45699,27438,524,21,74,21,218.39,26354,20398,512,5444,33814,16,0,160
9.246,8,40,29782,15015,526,73,26,73,87.701,13092,10208,512,2372,23594,4,0,40
8.621,32,160,45819,27653,526,24,74,24,221.218,26835,20879,512,5444,33963,16,0,160
9.283,8,40,29925,15109,532,72,28,72,90.66,13055,10171,512,2372,23608,4,0,40
8.659,32,160,45951,27561,530,21,74,21,224.711,26533,20577,512,5444,34393,16,0,160
8.744,8,40,32122,18151,667,68,43,68,97.579,14833,11949,512,2372,25881,4,0,40
8.72,32,160,48585,30915,654,20,78,20,225.278,28272,22316,512,5444,37937,16,0,160
8.338,8,40,33263,19246,795,71,43,71,99.782,15715,12831,512,2372,26559,4,0,40
8.279,32,160,49672,32523,782,23,78,23,227.806,30391,24435,512,5444,38850,16,0,160
7.984,8,40,33455,19224,1051,68,43,68,208.637,21468,16212,512,4744,33794,4,0,40
7.894,32,160,48226,31974,1038,20,78,20,380.823,38033,26633,512,10888,44165,16,0,160
8.172,8,5,3238,2385,14,7,12,7,19.52,2322,1298,1024,0,2118,0,8,5
8.172,64,5,3234,3570,15,7,13,7,41.789,3470,2446,1024,0,3030,0,64,5
8.172,8,5,3388,2492,16,9,12,9,20.566,2351,1327,1024,0,2219,0,8,5
8.172,64,5,3562,3961,17,8,13,8,37.499,3556,2532,1024,0,3139,0,64,5
8.815,16,8,3676,2992,21,17,14,17,25.729,2548,1524,1024,0,2485,8,0,8
8.815,64,14,3939,4605,21,14,16,14,49.014,3760,2736,1024,0,3445,0,64,14
9.071,16,11,3730,3228,31,14,17,14,29.109,2649,1625,1024,0,2445,8,0,11
9.044,64,17,4131,4547,29,7,17,7,52.566,3910,2886,1024,0,3446,0,64,17
8.172,8,5,3273,2500,15,7,13,7,22.422,2478,1454,1024,0,2154,0,8,5
8.172,64,5,3266,3685,16,7,14,7,46.919,3646,2622,1024,0,3064,0,64,5
8.172,16,5,3437,2622,18,9,14,9,22.383,2607,1583,1024,0,2350,8,0,5
8.172,64,5,3465,4072,18,8,14,8,43.058,3801,2777,1024,0,3235,0,64,5
8.815,16,5,3611,3055,24,17,16,17,23.352,2746,1722,1024,0,2451,8,0,5
8.815,64,5,3597,4347,22,14,14,14,42.252,3824,2800,1024,0,3301,0,64,5
8.172,16,5,3910,3257,36,14,20,14,23.307,2768,1744,1024,0,2759,8,0,5
8.172,64,5,3960,4151,30,7,14,7,41.955,3849,2825,1024,0,3539,0,64,5
8.85,16,8,7132,7115,159,6,32,6,31.428,4417,3393,1024,0,6163,8,0,8
8.85,128,50,9429,11063,143,6,30,6,95.646,7347,6315,1032,0,8047,64,0,50
8.913,8,5,13402,10816,287,7,31,7,33.484,5669,4645,1024,0,9404,0,8,5
8.913,64,5,12774,11354,271,7,15,7,47.104,7049,6025,1024,0,9461,0,64,5
9.224,10,8,10810,8478,543,13,32,13,37.923,6293,5263,1030,0,8205,2,6,8
9.224,80,50,13894,12970,527,13,30,13,96.607,9365,8341,1024,0,11592,16,48,50
8.797,16,80,57029,28844,1055,6,61,6,120.711,24593,18830,1024,4739,44037,8,0,80
8.815,128,640,123630,89258,1039,6,269,6,658.198,86170,63764,1024,21382,95616,64,0,640
8.172,8,5,3410,2448,16,8,12,8,20.272,2271,1247,1024,0,2224,0,8,5
8.172,64,5,3584,3665,17,8,13,8,36.83,3502,2478,1024,0,3143,0,64,5
7.307,8,5,3529,2553,18,10,12,10,18.34,2309,1285,1024,0,2294,0,8,5
7.307,64,5,3881,4054,19,9,13,9,33.086,3538,2514,1024,0,3221,0,64,5
8.834,16,8,3831,3061,23,18,14,18,21.993,2588,1564,1024,0,2571,8,0,8
8.834,64,14,4258,4698,23,15,16,15,44.044,3766,2742,1024,0,3527,0,64,14
8.759,16,11,3885,3310,33,15,17,15,25.67,2668,1644,1024,0,2525,8,0,11
9.063,64,17,4450,4654,31,8,17,8,46.994,3992,2968,1024,0,3528,0,64,17
8.172,8,5,3445,2563,17,8,13,8,20.889,2482,1458,1024,0,2260,0,8,5
8.172,64,5,3616,5172,18,8,14,8,42.633,3644,2620,1024,0,3177,0,64,5
8.172,16,5,3577,2679,20,10,14,10,22.058,2633,1609,1024,0,2423,8,0,5
8.172,64,5,3783,6945,20,9,14,9,39.865,3788,2764,1024,0,3315,0,64,5
8.834,16,5,3765,3118,26,18,16,18,20.575,2765,1741,1024,0,2532,8,0,5
8.834,64,5,3916,7222,24,15,14,15,35.397,3895,2871,1024,0,3385,0,64,5
8.759,16,5,4065,3336,38,15,20,15,22.083,2773,1749,1024,0,2839,8,0,5
8.759,64,5,4279,7038,32,8,14,8,34.096,3834,2810,1024,0,3621,0,64,5
9.437,16,8,7287,7181,161,7,32,7,30.701,4463,3439,1024,0,6239,8,0,8
9.437,128,50,9748,15793,145,7,30,7,88.351,7330,6298,1032,0,8130,64,0,50
8.635,8,5,13545,10833,289,8,31,8,32.324,5702,4678,1024,0,9522,0,8,5
8.635,64,5,13093,12107,273,8,15,8,42.048,7339,6315,1024,0,9555,0,64,5
9.158,10,8,10949,8494,545,14,32,14,33.435,6063,5039,1024,0,7820,2,6,8
9.158,80,50,14213,13723,529,14,30,14,92.716,9471,8441,1030,0,11743,16,48,50
8.518,16,80,57184,28927,1057,7,61,7,116.24,24169,18406,1024,4739,44838,8,0,80
7.969,128,640,123949,90051,1041,7,269,7,659.64,85863,63457,1024,21382,95710,64,0,640
8.815,8,14,3943,3092,20,14,15,14,31.669,2564,1540,1024,0,2598,0,8,14
8.815,64,14,3939,4313,21,14,16,14,49.798,3747,2723,1024,0,3445,0,64,14
8.834,8,14,4062,3197,22,16,15,16,30.699,2637,1613,1024,0,2666,0,8,14
8.834,64,14,4236,4702,23,15,16,15,43.981,3776,2752,1024,0,3523,0,64,14
8.172,16,14,4190,3574,27,24,16,24,33.651,2766,1742,1024,0,2842,8,0,14
8.172,64,14,4133,4998,27,21,16,21,45.541,3794,2770,1024,0,3544,0,64,14
9.071,16,14,4084,3714,37,21,18,21,35.584,2871,1847,1024,0,2699,8,0,14
9.044,64,17,4325,4956,35,14,17,14,50.339,3954,2930,1024,0,3541,0,64,17
8.815,8,14,3978,3207,21,14,16,14,35.292,2710,1686,1024,0,2634,0,8,14
8.815,64,14,3971,6284,22,14,17,14,57.014,3911,2887,1024,0,3479,0,64,14
8.834,16,14,4110,3314,24,16,17,16,35.838,2846,1822,1024,0,2794,8,0,14
8.834,64,14,4138,8048,24,15,17,15,52.035,4009,2985,1024,0,3616,0,64,14
8.172,16,14,4284,3743,30,24,19,24,35.955,3011,1987,1024,0,2897,8,0,14
8.172,64,14,4270,8319,28,21,17,21,47.407,4073,3049,1024,0,3684,0,64,14
8.797,16,14,4584,3960,42,21,23,21,35.925,3104,2080,1024,0,3211,8,0,14
8.797,64,14,4634,8138,36,14,17,14,46.645,4056,3032,1024,0,3924,0,64,14
9.474,16,14,7646,7674,165,13,34,13,40.897,4626,3602,1024,0,6512,8,0,14
9.474,128,50,9623,16497,149,13,30,13,97.731,7311,6287,1024,0,8143,64,0,50
9.538,8,14,14076,11473,293,14,34,14,45.733,5974,4950,1024,0,9879,0,8,14
9.538,64,14,13448,13207,277,14,18,14,49.195,7676,6652,1024,0,9861,0,64,14
9.848,10,14,11320,8989,549,20,34,20,45.671,6564,5534,1030,0,8464,2,6,14
9.848,80,50,14088,14421,533,20,30,20,98.563,9394,8370,1024,0,12712,16,48,50
9.421,16,80,57223,29165,1061,13,61,13,133.328,25214,19451,1024,4739,44431,8,0,80
8.172,128,640,123824,90776,1045,13,269,13,710.784,86273,63867,1024,21382,95907,64,0,640
9.063,8,14,3978,2901,28,7,15,7,33.103,2631,1607,1024,0,2629,0,8,14
9.044,64,17,4131,4547,29,7,17,7,51.841,3923,2899,1024,0,3443,0,64,17
9.071,8,14,4097,3016,30,9,15,9,31.522,2642,1618,1024,0,2699,0,8,14
9.063,64,17,4442,4958,31,8,17,8,46.82,4055,3031,1024,0,3526,0,64,17
8.797,16,14,4225,3390,35,17,16,17,35.067,2832,1808,1024,0,2867,8,0,14
9.044,64,17,4325,5248,35,14,17,14,49.796,3976,2952,1024,0,3537,0,64,17
9.006,16,14,4119,3509,45,14,18,14,34.033,2965,1941,1024,0,2728,8,0,14
8.759,64,17,4357,5063,43,7,17,7,48.405,4192,3168,1024,0,3440,0,64,17
9.063,8,14,4013,3016,29,7,16,7,34.924,2818,1794,1024,0,2667,0,8,14
9.044,64,17,4163,4662,30,7,18,7,58.3,4075,3051,1024,0,3477,0,64,17
9.071,16,14,4145,3117,32,9,17,9,35.453,2938,1914,1024,0,2833,8,0,14
9.063,64,17,4330,5031,32,8,18,8,53.125,4257,3233,1024,0,3612,0,64,17
8.797,16,14,4319,3550,38,17,19,17,36.293,3097,2073,1024,0,2930,8,0,14
8.797,64,17,4462,5304,36,14,18,14,50.806,4232,3208,1024,0,3680,0,64,17
9.044,16,14,4618,3743,50,14,23,14,37.359,3194,2170,1024,0,3236,8,0,14
9.025,64,17,4825,5099,44,7,18,7,48.733,4379,3355,1024,0,3915,0,64,17
9.706,16,14,7681,7467,173,6,34,6,41.258,4761,3737,1024,0,6537,8,0,14
9.071,128,50,9655,11483,157,6,30,6,93.774,7493,6461,1032,0,8044,64,0,50
9.785,8,14,14111,11204,301,7,34,7,47.86,6372,5300,1072,0,9954,0,8,14
9.766,64,17,13640,12205,285,7,19,7,55.96,7832,6808,1024,0,10101,0,64,17
10.018,10,14,11355,8716,557,13,34,13,47.927,7300,6276,1024,0,8405,2,6,14
9.317,80,50,14120,13288,541,13,30,13,97.822,9856,8832,1024,0,10538,16,48,50
9.668,16,80,57002,28961,1069,6,61,6,143.403,25847,20084,1024,4739,44584,8,0,80
9.044,128,640,123856,89714,1053,6,269,6,737.132,86205,63799,1024,21382,96090,64,0,640
8.172,8,5,3267,2500,15,7,13,7,23.401,2690,1666,1024,0,2289,0,8,5
8.172,64,5,3266,3685,16,7,14,7,48.309,3593,2569,1024,0,3064,0,64,5
8.172,8,5,3417,2607,17,9,13,9,22.154,2509,1485,1024,0,2317,0,8,5
8.172,64,5,3594,4076,18,8,14,8,43.551,3655,2631,1024,0,3172,0,64,5
8.815,16,8,3705,3107,22,17,15,17,28.638,2737,1713,1024,0,2518,8,0,8
8.815,64,14,3971,4720,22,14,17,14,58.833,3908,2884,1024,0,3470,0,64,14
9.071,16,11,3759,3343,32,14,18,14,33.544,2841,1817,1024,0,2478,8,0,11
9.044,64,17,4163,4662,30,7,18,7,64.112,4088,3064,1024,0,3481,0,64,17
8.172,8,5,3302,2615,16,7,14,7,27.309,2575,1551,1024,0,2187,0,8,5
8.172,64,5,3298,3800,17,7,15,7,60.315,3789,2765,1024,0,3099,0,64,5
8.172,16,5,3466,2737,19,9,15,9,27.553,2725,1701,1024,0,2383,8,0,5
8.172,64,5,3497,4187,19,8,15,8,56.655,3952,2928,1024,0,3267,0,64,5
8.815,16,5,3640,3170,25,17,17,17,27.146,2853,1829,1024,0,2484,8,0,5
8.815,64,5,3629,4462,23,14,15,14,52.157,3978,2954,1024,0,3335,0,64,5
8.172,16,5,3939,3372,37,14,21,14,26.825,2876,1852,1024,0,2792,8,0,5
8.172,64,5,3992,4266,31,7,15,7,50.906,3954,2930,1024,0,3574,0,64,5
8.85,16,8,7161,7230,160,6,33,6,38.158,4534,3510,1024,0,6203,8,0,8
8.85,128,50,9461,11178,144,6,31,6,110.436,7418,6386,1032,0,8091,64,0,50
8.913,8,5,13431,10947,288,7,32,7,37.461,5819,4795,1024,0,9431,0,8,5
8.913,64,5,12806,11485,272,7,16,7,49.273,7371,6347,1024,0,9511,0,64,5
9.224,10,8,10835,8609,544,13,33,13,40.219,6164,5140,1024,0,7743,2,6,8
9.224,80,50,13926,13101,528,13,31,13,113.48,9743,8719,1024,0,10609,16,48,50
8.797,16,80,57058,28959,1056,6,62,6,130.846,24718,18955,1024,4739,44030,8,0,80
8.815,128,640,123662,89373,1040,6,270,6,740.794,86328,63922,1024,21382,95695,64,0,640
8.172,8,5,3463,2559,17,8,13,8,22.746,2552,1528,1024,0,2379,0,8,5
8.172,64,5,3430,3784,18,8,14,8,44.174,4078,3054,1024,0,3449,0,64,5
8.172,8,5,3581,2660,19,10,13,10,21.717,2589,1565,1024,0,2448,0,8,5
8.172,64,5,3726,4169,20,9,14,9,38.314,4258,3234,1024,0,3523,0,64,5
8.834,16,8,3837,3145,24,18,15,18,28.881,2796,1772,1024,0,2682,8,0,8
8.834,64,14,4103,4804,24,15,17,15,52.01,4251,3227,1024,0,3833,0,64,14
8.759,16,11,3891,3378,34,15,18,15,31.415,2917,1893,1024,0,2610,8,0,11
9.063,64,17,4295,4743,32,8,18,8,55.942,4465,3441,1024,0,3830,0,64,17
8.172,8,5,3498,2674,18,8,14,8,25.584,2617,1593,1024,0,2383,0,8,5
8.172,64,5,3462,3899,19,8,15,8,53.013,4177,3153,1024,0,3491,0,64,5
8.172,16,5,3598,2775,21,10,15,10,26.187,2810,1786,1024,0,2513,8,0,5
8.172,64,5,3597,4265,21,9,15,9,47.699,4388,3364,1024,0,3595,0,64,5
8.834,16,5,3772,3206,27,18,17,18,26.159,2986,1962,1024,0,2648,8,0,5
8.834,64,5,3729,4538,25,15,15,15,45.05,4307,3283,1024,0,3651,0,64,5
8.759,16,5,4071,3404,39,15,21,15,27.035,2932,1908,1024,0,2924,8,0,5
8.759,64,5,4092,4338,33,8,15,8,43.412,4313,3289,1024,0,3892,0,64,5
9.437,16,8,7293,7265,162,7,33,7,37.11,4599,3575,1024,0,6337,8,0,8
9.437,128,50,9561,11253,146,7,31,7,102.482,7724,6692,1032,0,8689,64,0,50
9.5,8,5,13595,10980,290,8,32,8,36.229,6216,5192,1024,0,9560,0,8,5
9.5,64,5,12938,12254,274,8,16,8,46.435,7846,6822,1024,0,9668,0,64,5
9.811,10,8,10967,8626,546,14,33,14,42.316,6425,5401,1024,0,8100,2,6,8
9.811,80,50,14026,13855,530,14,31,14,105.266,9773,8743,1030,0,10516,16,48,50
9.383,16,80,57190,28995,1058,7,62,7,136.43,24326,18563,1024,4739,44866,8,0,80
8.834,128,640,123762,90157,1042,7,270,7,723.219,86303,63897,1024,21382,95761,64,0,640
8.815,8,5,3595,2834,21,14,13,14,23.672,2678,1654,1024,0,2446,0,8,5
8.815,64,5,3594,4055,22,14,14,14,40.786,3978,2954,1024,0,3422,0,64,5
8.834,8,5,3714,2937,23,16,13,16,23.514,2720,1696,1024,0,2516,0,8,5
8.834,64,5,3890,4438,24,15,14,15,35.362,4013,2989,1024,0,3495,0,64,5
8.172,16,8,3937,3409,28,24,15,24,28.743,2864,1840,1024,0,2719,8,0,8
8.172,64,14,4267,5071,28,21,17,21,47.939,4181,3157,1024,0,3802,0,64,14
8.988,16,11,4023,3661,38,21,18,21,31.387,3019,1995,1024,0,2711,8,0,11
8.797,64,17,4459,5012,36,14,18,14,50.544,4341,3317,1024,0,3802,0,64,17
8.815,8,5,3630,2949,22,14,14,14,26.045,2778,1754,1024,0,2482,0,8,5
8.815,64,5,3626,4170,23,14,15,14,49.546,4126,3102,1024,0,3456,0,64,5
8.834,16,5,3730,3048,25,16,15,16,26.078,2900,1876,1024,0,2612,8,0,5
8.834,64,5,3761,4534,25,15,15,15,42.68,4245,3221,1024,0,3560,0,64,5
8.172,16,5,3840,3457,31,24,17,24,26.756,2997,1973,1024,0,2651,8,0,5
8.172,64,5,3829,4785,29,21,15,21,39.427,4178,3154,1024,0,3562,0,64,5
8.797,16,5,4139,3671,43,21,21,21,26.808,3080,2056,1024,0,2975,8,0,5
8.797,64,5,4192,4601,37,14,15,14,37.122,4184,3160,1024,0,3803,0,64,5
9.474,16,8,7361,7518,166,13,33,13,37.931,4762,3738,1024,0,6362,8,0,8
9.474,128,50,9725,11513,150,13,31,13,98.212,7672,6644,1028,0,8393,64,0,50
9.538,8,5,13727,11215,294,14,32,14,37.423,6035,5011,1024,0,9751,0,8,5
9.538,64,5,13102,12949,278,14,16,14,43.941,8002,6978,1024,0,10185,0,64,5
9.848,10,8,11035,8847,550,20,33,20,40.792,6202,5178,1024,0,7939,2,6,8
9.848,80,50,14126,14538,534,20,31,20,100.133,9820,8796,1024,0,11270,16,48,50
9.421,16,80,57258,29269,1062,13,62,13,135.844,24463,18700,1024,4739,44373,8,0,80
8.172,128,640,123862,90881,1046,13,270,13,745.29,86268,63862,1024,21382,95862,64,0,640
8.172,8,5,3958,2638,29,7,13,7,23.913,2701,1677,1024,0,2818,0,8,5
8.172,64,5,3960,4151,30,7,14,7,39.386,3820,2796,1024,0,3538,0,64,5
8.759,8,5,4077,2753,31,9,13,9,22.816,2682,1658,1024,0,2888,0,8,5
8.759,64,5,4271,4558,32,8,14,8,33.057,3836,2812,1024,0,3621,0,64,5
8.797,16,8,4301,3226,36,17,15,17,27.982,2775,1751,1024,0,3090,8,0,8
8.797,64,14,4634,5182,36,14,17,14,46.824,4191,3167,1024,0,3925,0,64,14
9.063,16,11,4386,3456,46,14,18,14,33.773,3180,2156,1024,0,3080,8,0,11
9.025,64,17,4825,5099,44,7,18,7,48.627,4378,3354,1024,0,3917,0,64,17
8.172,8,5,3993,2753,30,7,14,7,27.484,2737,1713,1024,0,2854,0,8,5
8.172,64,5,3992,4266,31,7,15,7,47.563,3957,2933,1024,0,3572,0,64,5
8.759,16,5,4093,2848,33,9,15,9,27.318,2779,1755,1024,0,2984,8,0,5
8.759,64,5,4127,4626,33,8,15,8,41.661,4089,3065,1024,0,3674,0,64,5
8.797,16,5,4203,3273,39,17,17,17,27.548,2956,1932,1024,0,3023,8,0,5
8.797,64,5,4195,4893,37,14,15,14,37.991,4070,3046,1024,0,3679,0,64,5
8.759,16,5,4406,3474,51,14,21,14,26.815,3006,1982,1024,0,3242,8,0,5
8.759,64,5,4462,4713,45,7,15,7,35.292,4178,3154,1024,0,3817,0,64,5
8.858,16,8,7628,7308,174,6,33,6,35.325,4623,3599,1024,0,6642,8,0,8
8.858,128,50,10091,11603,158,6,31,6,94.323,7694,6670,1024,0,8507,64,0,50
8.933,8,5,14090,10959,302,7,32,7,37.691,6289,5265,1024,0,10098,0,8,5
8.933,64,5,13468,11825,286,7,16,7,41.299,7267,6243,1024,0,10373,0,64,5
9.244,10,8,11302,8573,558,13,33,13,42.066,6885,5861,1024,0,8713,2,6,8
9.244,80,50,14492,13412,542,13,31,13,99.303,9790,8766,1024,0,10971,16,48,50
8.815,16,80,57269,29068,1070,6,62,6,134.374,24452,18689,1024,4739,44686,8,0,80
8.797,128,640,124228,89808,1054,6,270,6,744.453,86162,63756,1024,21382,96305,64,0,640
8.85,16,50,8400,6638,138,13,25,13,80.239,4657,3625,1032,0,6306,8,0,50
8.85,128,50,9427,11292,139,13,26,13,99.12,7384,6352,1032,0,8045,64,0,50
9.437,16,50,8519,6740,140,15,25,15,80.091,4686,3654,1032,0,6373,8,0,50
9.437,128,50,9738,11686,141,14,26,14,93.125,7433,6401,1032,0,8129,64,0,50
9.474,16,50,9127,7181,145,23,26,23,85.61,5098,4066,1032,0,7284,8,0,50
9.474,128,50,9621,11914,145,20,26,20,96.533,7362,6330,1032,0,8139,64,0,50
9.044,16,50,9021,7280,155,20,28,20,84.658,5107,4075,1032,0,7145,8,0,50
9.071,128,50,9653,11712,153,13,26,13,97.539,7362,6338,1024,0,8042,64,0,50
8.85,16,50,8435,6753,139,13,26,13,84.291,4785,3753,1032,0,6345,8,0,50
8.85,128,50,9459,11407,140,13,27,13,106.77,7432,6400,1032,0,8079,64,0,50
9.437,16,50,8567,6879,142,15,27,15,86.108,4898,3866,1032,0,6777,8,0,50
9.437,128,50,9594,11770,142,14,27,14,100.552,7662,6630,1032,0,8183,64,0,50
9.474,16,50,9221,7344,148,23,29,23,85.82,5323,4291,1032,0,7358,8,0,50
9.474,128,50,9726,12034,146,20,27,20,97.247,7617,6593,1024,0,8252,64,0,50
8.858,16,50,9520,7500,160,20,33,20,86.619,5421,4389,1032,0,7669,8,0,50
8.858,128,50,10089,11832,154,13,27,13,95.094,7616,6584,1032,0,8488,64,0,50
8.913,16,50,13282,11324,283,12,44,12,93.892,7600,6570,1030,0,11818,8,0,50
8.913,128,50,13189,15747,267,12,28,12,99.418,9880,8856,1024,0,11610,64,0,50
9.069,16,50,19045,14159,411,13,44,13,89.492,8760,7736,1024,0,14412,8,0,50
9.069,128,50,18424,17671,395,13,28,13,101.091,11111,10087,1024,0,14873,64,0,50
9.38,16,50,15873,11465,667,19,44,19,92.867,8572,7539,1024,9,12728,8,0,50
9.38,128,50,17400,17537,651,19,28,19,112.647,11913,10889,1024,0,18901,64,0,50
8.882,16,80,59248,31213,1179,12,59,12,151.975,27312,21549,1024,4739,46944,8,0,80
9.474,128,640,126880,92970,1163,12,267,12,741.416,88503,66097,1024,21382,95537,64,0,640
8.913,16,50,11475,8856,266,22,25,22,88.245,7360,6336,1024,0,9730,8,0,50
8.913,64,5,11814,11343,267,14,11,14,43.717,7250,6226,1024,0,9860,0,64,5
8.646,16,50,11594,8916,268,24,25,24,86.332,7261,6229,1032,0,9024,8,0,50
8.635,64,5,12113,11688,269,15,11,15,40.093,6852,5828,1024,0,9938,0,64,5
9.538,16,50,11658,9174,273,32,26,32,91.059,7408,6374,1034,0,9224,8,0,50
9.538,64,14,12488,12328,273,21,14,21,49.586,7488,6464,1024,0,9858,0,64,14
9.673,16,50,11588,9179,283,29,28,29,90.797,7606,6582,1024,0,9110,8,0,50
9.766,64,17,12680,12194,281,14,15,14,55.91,7797,6773,1024,0,10227,0,64,17
8.913,16,50,11510,8987,267,22,26,22,90.372,7405,6381,1024,0,9671,8,0,50
8.913,64,5,11846,11474,268,14,12,14,53.013,7547,6523,1024,0,9894,0,64,5
9.5,16,50,11610,9091,270,24,27,24,91.888,7418,6394,1024,0,10017,8,0,50
9.5,64,5,12013,11835,270,15,12,15,45.447,7285,6261,1024,0,9761,0,64,5
9.538,16,50,11720,9366,276,32,29,32,90.787,7544,6514,1030,0,9150,8,0,50
9.538,64,5,12145,12070,274,21,12,21,44.637,7304,6280,1024,0,10083,0,64,5
8.933,16,50,12019,9558,288,29,33,29,91.583,7759,6727,1032,0,9418,8,0,50
8.933,64,5,12508,11814,282,14,12,14,42.66,7411,6387,1024,0,10322,0,64,5
9.069,16,50,14693,12073,411,21,44,21,100.301,9254,8230,1024,0,12599,8,0,50
9.069,128,50,17464,17239,395,13,28,13,92.411,10180,9156,1024,0,14382,64,0,50
8.828,16,50,21607,15272,539,22,44,22,100.931,11510,10486,1024,0,17069,8,0,50
8.359,64,5,21324,17749,523,14,13,14,50.641,11627,10603,1024,0,16785,0,64,5
9.061,16,50,18755,12765,795,28,44,28,103.623,11383,10359,1024,0,15529,8,0,50
9.138,80,50,22444,19042,779,20,28,20,97.218,13288,12264,1024,0,17562,16,48,50
8.64,16,80,60270,32621,1307,21,59,21,150.17,30626,24863,1024,4739,47767,8,0,80
8.672,128,640,132178,97087,1291,13,267,13,704.458,90648,68242,1024,21382,98781,64,0,640
9.224,8,26,7815,7823,522,44,17,44,57.345,5745,4721,1024,0,6378,0,8,26
9.224,80,50,13172,12975,523,20,26,20,103.346,9382,8358,1024,0,10381,16,48,50
9.158,8,26,7938,7875,524,46,17,46,56.481,5687,4663,1024,0,6484,0,8,26
9.158,80,50,13471,13320,525,21,26,21,98.58,9524,8500,1024,0,10596,16,48,50
9.848,16,26,8030,8250,529,54,18,54,60.41,6080,5056,1024,0,6626,8,0,26
9.848,80,50,13366,13558,529,27,26,27,100.062,9527,8497,1030,0,10957,16,48,50
9.959,16,50,9489,9427,539,51,28,51,88.516,6695,5655,1040,0,7559,8,0,50
9.317,80,50,13398,13293,537,20,26,20,101.334,9985,8955,1030,0,13239,16,48,50
9.224,8,26,7854,7954,523,44,18,44,61.835,5854,4830,1024,0,6422,0,8,26
9.224,80,50,13204,13106,524,20,27,20,112.578,9462,8438,1024,0,10302,16,48,50
9.811,16,26,7982,8037,526,46,19,46,62.832,5886,4862,1024,0,6609,8,0,26
9.811,80,50,13339,13452,526,21,27,21,108.294,9744,8720,1024,0,12664,16,48,50
9.848,16,26,8160,8462,532,54,21,54,63.575,6266,5242,1024,0,6715,8,0,26
9.848,80,50,13407,13675,530,27,27,27,100.902,9588,8564,1024,0,10871,16,48,50
9.244,16,50,9991,9676,544,51,33,51,90.056,6972,5932,1040,0,8032,8,0,50
9.244,80,50,13770,13417,538,20,27,20,100.42,9793,8763,1030,0,11105,16,48,50
9.38,16,50,12324,12136,667,43,44,43,95.184,8045,7005,1040,0,10631,8,0,50
9.38,128,50,15910,16475,651,19,28,19,105.651,11270,10246,1024,0,16015,64,0,50
9.164,16,50,19980,15592,795,44,44,44,97.47,10895,9855,1040,0,15299,8,0,50
9.138,80,50,22682,19092,779,20,28,20,103.137,13041,12017,1024,0,17559,16,48,50
9.199,16,50,17258,13033,1051,50,44,50,103.558,10838,9798,1040,0,13882,8,0,50
8.772,92,50,20056,18095,1035,26,28,26,110.69,14036,13012,1024,0,17308,28,36,50
8.951,16,80,60177,33240,1563,43,59,43,148.044,29302,23539,1024,4739,48033,8,0,80
9.195,128,640,129600,95409,1547,19,267,19,765.242,91511,69105,1024,21382,101534,64,0,640
8.797,16,80,56485,27110,1034,69,40,69,133.997,23968,18205,1024,4739,43939,8,0,80
8.815,128,640,123626,89311,1035,13,265,13,755.57,85893,63487,1024,21382,95632,64,0,640
8.518,16,80,56604,27253,1036,71,40,71,126.924,24125,18362,1024,4739,44008,8,0,80
7.969,128,640,123937,89712,1037,14,265,14,745.241,85755,63349,1024,21382,95723,64,0,640
9.421,16,80,56668,27504,1041,79,41,79,138.474,24454,18691,1024,4739,44150,8,0,80
8.172,128,640,123820,89961,1041,20,265,20,740.732,85917,63511,1024,21382,95896,64,0,640
9.687,16,80,56594,27593,1051,76,43,76,146.736,24112,18337,1036,4739,44072,8,0,80
9.044,128,640,123852,89767,1049,13,265,13,747.188,85999,63593,1024,21382,95954,64,0,640
8.797,16,80,56520,27225,1035,69,41,69,144.74,23619,17856,1024,4739,43989,8,0,80
8.815,128,640,123658,89426,1036,13,266,13,785.738,85840,63434,1024,21382,95638,64,0,640
9.383,16,80,56620,27355,1038,71,42,71,143.82,24617,18854,1024,4739,44152,8,0,80
8.834,128,640,123793,89802,1038,14,266,14,784.614,86014,63608,1024,21382,95779,64,0,640
9.421,16,80,56730,27681,1044,79,44,79,150.31,24537,18774,1024,4739,44161,8,0,80
8.172,128,640,123861,90066,1042,20,266,20,770.553,86259,63853,1024,21382,95839,64,0,640
8.815,16,80,56933,27838,1056,76,48,76,138.091,24231,18468,1024,4739,44347,8,0,80
8.797,128,640,124224,89861,1050,13,266,13,773.346,86269,63863,1024,21382,96260,64,0,640
8.882,16,80,58898,31657,1179,68,59,68,162.434,25922,20159,1024,4739,46695,8,0,80
9.474,128,640,126875,93854,1163,12,267,12,794.319,89369,66963,1024,21382,99666,64,0,640
8.126,16,80,66617,35450,1307,69,59,69,162.22,27332,21569,1024,4739,51290,8,0,80
