clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
9.251,448,5,4152,29343,95,40,37,40,110.223,9047,9047,0,0,2249,0,448,5
8.926,56,40,5166,6742,106,33,50,33,51.259,4569,4569,0,0,3053,0,56,40
9.315,448,40,6027,19244,107,33,51,33,132.938,11130,11130,0,0,4388,0,448,40
8.835,56,7,2435,4542,86,33,38,33,29.582,2563,2552,0,11,1247,0,56,7
8.922,448,7,3369,16280,87,33,39,33,111.046,9120,9108,0,12,2335,0,448,7
8.835,56,14,3303,5212,89,34,41,34,34.575,3206,3196,0,10,1761,0,56,14
8.922,448,14,4117,16976,90,34,42,34,116.404,9509,9498,0,11,2929,0,448,14
8.835,56,28,4660,6655,95,40,47,40,43.495,4278,4268,0,10,2822,0,56,28
8.922,448,28,5611,18405,96,40,48,40,125.787,10647,10634,0,13,3915,0,448,28
8.835,56,56,7108,8349,107,33,59,33,60.807,6136,6127,0,9,4662,0,56,56
8.922,448,56,8042,20879,108,33,60,33,145.017,12803,12794,0,9,6004,0,448,56
9.251,88,112,16044,16037,272,39,80,39,102.323,13255,13255,0,0,12648,32,24,112
9.338,704,112,16866,40787,273,39,81,39,219.599,22189,22189,0,0,13674,256,184,112
8.847,88,112,19989,18015,464,47,80,47,105.285,16695,16695,0,0,16791,32,24,112
9.338,704,224,33409,60160,465,40,129,40,294.679,38499,38499,0,0,30780,252,192,224
8.858,88,112,19054,21118,848,63,80,63,104.507,17545,17545,0,0,15693,32,24,112
9.338,704,448,60355,79712,849,46,225,46,428.448,56018,56018,0,0,50719,256,192,448
8.905,88,112,19726,25562,1616,95,80,95,103.42,17967,17967,0,0,16260,24,24,112
9.338,704,896,117884,113685,1617,39,417,39,675.625,103007,103007,0,0,98702,256,192,896
9.61,56,17,3106,8629,413,67,32,67,35.762,2885,2885,0,0,1692,0,56,17
9.595,448,23,4254,38871,414,67,35,67,116.294,9995,9995,0,0,2993,0,448,23
9.228,56,17,3535,8675,416,68,32,68,35.024,2989,2989,0,0,1869,0,56,17
9.617,448,23,5056,39705,417,68,35,68,115.378,9984,9984,0,0,2998,0,448,23
9.559,56,17,3416,9009,422,74,32,74,35.65,3273,3273,0,0,1817,0,56,17
9.541,448,23,5523,41423,423,74,35,74,117.159,9826,9826,0,0,3092,0,448,23
9.61,56,40,5633,10691,434,67,42,67,48.758,5011,5011,0,0,3474,0,56,40
9.595,448,40,6436,30673,435,67,43,67,126.969,11948,11948,0,0,4871,0,448,40
9.61,56,19,3542,9015,414,67,34,67,38.064,3250,3239,0,11,1919,0,56,19
9.591,448,25,4738,28489,415,67,37,67,119.012,10137,10125,0,12,3199,0,448,25
9.61,56,23,4250,9562,417,68,36,68,40.983,3784,3774,0,10,2375,0,56,23
9.591,448,29,5326,29060,418,68,39,68,122.262,10471,10460,0,11,3648,0,448,29
9.61,56,31,5287,10759,423,74,40,74,45.48,4708,4698,0,10,3371,0,56,31
9.591,448,37,6500,30239,424,74,43,74,130.318,11585,11572,0,13,4582,0,448,37
9.61,56,56,7561,12330,435,67,51,67,61.71,6600,6591,0,9,5075,0,56,56
9.591,448,56,8451,32344,436,67,52,67,140.66,13535,13526,0,9,6468,0,448,56
9.559,88,112,16529,19966,600,73,72,73,102.572,13866,13866,0,0,13069,32,24,112
9.617,704,112,17307,52181,601,73,73,73,220.006,23211,23211,0,0,14640,256,184,112
9.604,88,112,20560,21934,792,81,72,81,105.305,17580,17580,0,0,17161,32,24,112
9.617,704,224,33850,71538,793,74,121,74,288.815,38980,38980,0,0,30022,248,192,224
9.623,88,112,19625,25008,1176,97,72,97,106.158,18222,18222,0,0,16427,26,24,112
9.617,704,448,60796,91106,1177,80,217,80,411.981,56767,56767,0,0,50238,256,192,448
9.66,88,112,20297,29380,1944,129,72,129,105.139,18267,18267,0,0,16720,30,24,112
9.617,704,896,118325,125074,1945,73,409,73,674.128,101638,101638,0,0,99255,256,184,896
9.728,80,62,11198,13829,669,85,47,85,77.628,11586,11586,0,0,8260,24,32,62
10.02,576,8,53142,74142,670,69,30,69,179.967,30450,30450,0,0,49311,128,320,8
9.751,80,86,13021,15157,672,86,55,86,89.998,12369,12369,0,0,9133,24,29,86
9.911,576,8,53944,74955,673,70,30,70,179.037,30466,30466,0,0,49382,126,320,8
9.545,80,89,13190,15540,678,92,56,92,94.767,12435,12435,0,0,9372,24,32,89
9.955,576,8,54413,76677,679,76,30,76,178.585,30881,30881,0,0,49414,128,304,8
9.728,80,94,14159,16252,690,85,60,85,95.194,13108,13108,0,0,10336,24,32,94
10.02,576,40,56124,43074,691,69,43,69,201.537,32614,32614,0,0,51590,128,320,40
9.335,80,79,12484,15052,670,85,54,85,93.408,12456,12445,0,11,8926,24,32,79
10.02,576,10,53626,40232,671,69,32,69,182.846,30523,30511,0,12,49544,128,320,10
9.335,80,80,13096,15385,673,86,55,86,91.532,12796,12786,0,10,9318,24,32,80
10.02,576,14,54214,40826,674,70,34,70,185.011,31402,31391,0,11,50000,128,320,14
9.335,80,88,14101,16568,679,92,59,92,93.647,13331,13321,0,10,10461,24,32,88
10.02,576,28,55708,42243,680,76,40,76,192.457,32228,32215,0,13,51056,128,304,28
9.335,80,122,16901,18469,691,85,73,85,106.792,15380,15371,0,9,12461,24,32,122
10.02,576,56,58139,44701,692,69,52,69,212.127,33931,33922,0,9,53356,128,320,56
9.751,112,145,22605,24662,856,91,83,91,129.469,22126,22126,0,0,18274,56,0,145
9.978,832,112,66995,65011,857,75,73,75,281.458,43766,43766,0,0,60834,368,64,112
9.353,112,133,25932,26336,1048,99,79,99,127.235,25590,25590,0,0,22093,50,0,133
9.978,832,224,83538,84392,1049,76,121,76,359.291,60986,60986,0,0,76909,384,64,224
9.371,112,124,24517,28696,1432,115,76,115,123.806,25785,25785,0,0,20649,56,0,124
9.978,832,448,110484,103948,1433,82,217,82,476.237,78058,78058,0,0,96966,378,64,448
9.408,112,151,26831,34583,2200,147,85,147,137.711,26885,26885,0,0,22172,56,0,151
9.978,832,896,168013,137917,2201,75,409,75,731.577,121244,121244,0,0,144854,384,64,896
10.077,72,50,9563,13555,1181,129,43,129,83.643,8654,8654,0,0,7449,16,40,50
10.12,608,194,64231,127542,1310,81,92,81,297.901,54247,54247,0,0,56199,160,288,194
9.738,72,50,9594,13494,1184,130,43,130,82.098,8372,8372,0,0,7216,16,40,50
10.143,608,194,65098,128520,1313,82,92,82,304.247,54329,54329,0,0,56345,158,288,194
10.012,72,50,9443,13871,1190,136,43,136,83.609,8884,8884,0,0,7140,16,40,50
10.027,608,194,65534,130262,1319,88,92,88,298.505,55563,55563,0,0,56369,160,272,194
10.053,72,64,11148,15079,1202,129,50,129,91.305,10059,10059,0,0,8599,16,40,64
10.12,608,208,66249,82722,1331,81,99,81,305.728,56552,56552,0,0,58055,160,288,208
9.618,72,52,9633,13877,1182,129,45,129,85.903,8612,8601,0,11,7239,16,40,52
10.004,608,196,64780,80831,1311,81,94,81,299.795,55324,55312,0,12,56531,152,288,196
9.618,72,56,10277,14327,1185,130,47,130,87.713,8840,8830,0,10,7638,16,40,56
9.97,608,200,65302,81264,1314,82,96,82,299.525,55076,55065,0,11,56850,158,288,200
9.618,72,64,11346,15627,1191,136,51,136,89.227,10109,10099,0,10,8579,16,40,64
9.981,608,208,66509,82364,1320,88,100,88,311.675,57350,57337,0,13,57857,160,286,208
10.023,72,80,13186,16837,1203,129,59,129,96.428,12055,12046,0,9,10207,16,40,80
9.981,608,224,68299,84538,1332,81,108,81,316.214,58417,58408,0,9,59684,160,288,224
10.077,104,112,21098,23546,1368,135,72,135,124.407,19951,19951,0,0,18706,48,8,112
10.143,864,256,74372,103635,1497,87,121,87,377.505,67811,67811,0,0,65444,416,32,256
10.012,104,112,24969,25520,1560,143,72,143,131.567,23108,23108,0,0,22366,48,8,112
10.143,864,320,88322,120273,1689,88,153,88,414.847,83519,83519,0,0,79560,400,32,320
10.045,104,112,24642,28844,1944,159,72,159,132.406,24310,24310,0,0,22260,46,8,112
10.143,864,448,110180,136185,2073,94,217,94,478.416,97264,97264,0,0,98282,414,32,448
10.031,104,112,25250,33485,2712,191,72,191,134.963,25520,25520,0,0,22722,48,8,112
10.143,864,896,167675,170351,2841,87,409,87,725.654,141502,141502,0,0,146282,416,32,896
9.018,80,86,62232,39233,2205,179,60,179,518.355,51725,42237,0,9488,64063,24,32,86
9.43,640,98,110138,128357,2462,67,65,67,653.368,71556,62322,0,9234,95859,192,256,98
9.298,80,86,62647,39362,2208,180,60,180,460.783,51480,41992,0,9488,64070,24,32,86
9.452,640,98,110940,129194,2465,68,65,68,644.716,70813,61579,0,9234,95764,192,256,98
9.321,80,86,62528,39696,2214,186,60,186,537.381,51832,42344,0,9488,63998,24,32,86
9.431,640,98,111407,130984,2471,74,65,74,669.22,71984,62750,0,9234,96346,192,240,98
8.905,80,86,62452,39295,2226,179,60,179,803.62,51633,42145,0,9488,63902,24,32,86
9.065,640,98,111754,81155,2483,67,65,67,656.215,72161,62927,0,9234,96204,192,256,98
8.905,80,86,62427,39376,2206,179,61,179,779.473,51619,42120,0,9499,63973,24,32,86
9.418,640,98,110395,80260,2463,67,66,67,961.943,71191,61945,0,9246,95903,184,256,98
8.905,80,86,62649,39505,2209,180,61,180,824.838,52139,42641,0,9498,63958,24,32,86
9.418,640,98,110497,80415,2466,68,66,68,1009.508,71058,61813,0,9245,95939,192,256,98
8.905,80,86,62714,39898,2215,186,61,186,846.189,52398,42900,0,9498,63979,24,32,86
8.905,80,86,62578,39492,2227,179,61,179,842.088,52256,42759,0,9497,63918,24,32,86
9.029,640,98,110546,81088,2484,67,66,67,1043.354,71517,62274,0,9243,96150,192,248,98
9.321,112,118,67002,45652,2392,185,74,185,891.926,59130,49642,0,9488,68086,56,0,118
9.321,896,130,114858,99566,2649,73,79,73,1086.988,79986,70752,0,9234,99913,440,0,130
8.928,112,118,68985,47317,2584,193,74,193,872.16,61718,52230,0,9488,70259,56,0,118
9.321,896,224,129865,117907,2841,74,121,74,1166.913,97064,87830,0,9234,114087,448,0,224
8.952,112,118,69074,50469,2968,209,74,209,903.503,62617,53129,0,9488,70245,56,0,118
9.321,896,448,156811,137651,3225,80,217,80,1286.122,114978,105744,0,9234,135318,448,0,448
8.999,112,118,69234,54913,3736,241,74,241,903.075,62853,53365,0,9488,70495,56,0,118
9.321,896,896,214340,171666,3993,73,409,73,1562.718,155884,146650,0,9234,183156,448,0,896
8.419,12,5,652,991,14,7,12,7,9.189,498,498,0,0,447,4,4,5
8.419,12,5,679,1068,15,7,13,7,10.193,618,618,0,0,480,4,4,5
8.835,13,10,8993,4684,153,7,27,7,30.101,4329,3731,0,598,7455,5,3,10
8.419,12,5,679,1068,15,7,13,7,10.339,579,579,0,0,479,4,4,5
8.419,12,5,706,1145,16,7,14,7,11.598,705,705,0,0,516,4,4,5
8.835,13,10,9020,4761,154,7,28,7,33.644,4475,3877,0,598,7551,5,3,10
8.835,13,10,8899,5221,138,69,12,69,31.68,4246,3648,0,598,7370,5,3,10
8.835,13,10,8926,5298,139,69,13,69,36.042,4366,3768,0,598,7390,5,3,10
8.905,14,10,11477,6868,277,69,25,69,63.102,6927,5731,0,1196,11660,6,2,10
8.419,16,5,786,1371,14,7,12,7,11.15,616,616,0,0,659,4,8,5
8.419,16,5,785,1578,15,17,13,17,11.868,719,719,0,0,782,4,8,5
8.419,16,8,1044,1548,16,8,13,8,14.898,729,729,0,0,782,4,8,8
8.419,16,8,1036,1676,17,12,14,12,14.004,764,764,0,0,805,4,8,8
8.419,16,5,820,1454,15,7,13,7,12.884,754,754,0,0,700,4,8,5
8.419,16,5,811,1661,16,17,14,17,12.657,819,819,0,0,714,4,8,5
8.419,16,5,942,1527,18,8,14,8,13.108,799,799,0,0,759,4,8,5
8.419,16,5,940,1635,18,12,14,12,12.712,831,831,0,0,780,4,8,5
9.309,18,8,4078,4325,159,6,32,6,22.746,2640,2640,0,0,3915,4,6,8
9.286,18,14,4414,4700,151,11,26,11,27.466,2829,2829,0,0,4173,4,6,14
8.835,18,20,15613,8264,287,6,37,6,41.06,7182,5993,0,1189,12506,6,6,20
8.813,18,40,18577,10625,279,11,37,11,51.916,9255,7618,0,1637,14261,4,4,40
8.419,16,8,1038,1479,16,7,13,7,13.875,699,699,0,0,779,4,8,8
8.419,16,8,1036,1676,17,12,14,12,14.631,783,783,0,0,806,4,8,8
8.419,16,8,1104,1530,18,8,13,8,15.213,745,745,0,0,774,4,8,8
8.419,16,8,1095,1648,19,7,14,7,14.78,773,773,0,0,765,4,8,8
8.419,16,8,1072,1562,17,7,14,7,15.366,826,826,0,0,820,4,8,8
8.419,16,8,1062,1759,18,12,15,12,15.794,873,873,0,0,802,4,8,8
8.419,16,8,1162,1620,20,8,15,8,16.255,830,830,0,0,840,4,8,8
8.419,16,8,1159,1718,20,7,15,7,15.534,859,859,0,0,834,4,8,8
9.309,18,8,4138,4289,161,6,32,6,22.659,2675,2675,0,0,3917,4,6,8
9.286,18,14,4473,4652,153,6,26,6,27.836,2819,2819,0,0,4093,4,6,14
8.933,18,20,15609,8220,289,6,37,6,44.652,7610,6421,0,1189,12473,6,6,20
8.91,18,40,18636,10577,281,6,37,6,56.008,9805,8168,0,1637,14230,6,6,40
8.419,16,5,819,1454,15,7,13,7,12.494,700,700,0,0,697,4,8,5
8.419,16,5,811,1661,16,17,14,17,12.989,787,787,0,0,756,4,8,5
8.419,16,8,1077,1631,17,8,14,8,16.546,804,804,0,0,820,4,8,8
8.419,16,8,1062,1759,18,12,15,12,15.416,843,843,0,0,812,4,8,8
8.419,16,5,853,1537,16,7,14,7,14.602,816,816,0,0,728,4,8,5
8.419,16,5,837,1744,17,17,15,17,14.269,843,843,0,0,708,4,8,5
8.419,16,5,975,1610,19,8,15,8,15.398,850,850,0,0,788,4,8,5
8.419,16,5,966,1718,19,12,15,12,14.315,861,861,0,0,773,4,8,5
9.309,18,8,4104,4408,160,6,33,6,24.274,2635,2635,0,0,3918,4,6,8
9.286,18,14,4440,4783,152,11,27,11,28.773,2884,2884,0,0,4138,4,6,14
8.835,18,20,15639,8347,288,6,38,6,45.715,7402,6213,0,1189,12576,6,6,20
8.813,18,40,18603,10708,280,11,38,11,57.723,9284,7637,0,1647,14229,6,6,40
8.419,16,5,941,1438,17,7,13,7,12.881,749,749,0,0,751,4,8,5
8.419,16,5,940,1635,18,12,14,12,13.451,831,831,0,0,821,4,8,5
8.419,16,8,1167,1600,19,8,14,8,16.125,838,838,0,0,842,4,8,8
8.419,16,8,1159,1718,20,7,15,7,15.63,870,870,0,0,845,4,8,8
8.419,16,5,975,1521,18,7,14,7,14.772,814,814,0,0,799,4,8,5
8.419,16,5,966,1718,19,12,15,12,15.244,860,860,0,0,773,4,8,5
8.419,16,5,1033,1573,21,8,15,8,15.232,865,865,0,0,781,4,8,5
8.419,16,5,1031,1671,21,7,15,7,14.348,902,902,0,0,775,4,8,5
9.32,18,8,4169,4368,162,6,33,6,24.654,2666,2666,0,0,3930,4,6,8
9.263,18,14,4505,4733,154,6,27,6,28.956,2925,2925,0,0,4159,4,6,14
9.229,18,20,15640,8302,290,6,38,6,49.046,7607,6418,0,1189,12524,6,6,20
9.206,18,40,18668,10663,282,6,38,6,61.399,9470,7833,0,1637,14186,6,6,40
9.263,18,14,4046,4303,138,37,13,37,25.686,2272,2272,0,0,3751,4,6,14
9.286,18,14,3986,4786,139,42,14,42,26.152,2375,2375,0,0,3711,4,6,14
9.263,18,14,4176,4366,140,38,13,38,26.709,2418,2418,0,0,3808,4,6,14
9.286,18,14,4045,4738,141,37,14,37,26.69,2314,2314,0,0,3666,4,6,14
9.263,18,14,4073,4386,139,37,14,37,28.254,2412,2412,0,0,3767,4,6,14
9.286,18,14,4012,4869,140,42,15,42,29.31,2460,2460,0,0,3692,4,6,14
9.286,18,14,4202,4468,142,38,15,38,28.566,2550,2550,0,0,3828,4,6,14
9.263,18,14,4077,4820,142,37,15,37,28.065,2464,2464,0,0,3694,4,6,14
9.39,20,14,7439,6751,283,36,32,36,35.536,4461,4461,0,0,7161,8,4,14
9.286,20,14,7273,7077,275,36,24,36,35.729,4307,4307,0,0,6987,8,4,14
9.275,20,20,17854,10605,411,36,35,36,53.866,9265,8076,0,1189,14930,8,4,20
9.263,20,40,21084,13218,403,36,35,36,67.485,11364,9727,0,1637,16800,8,4,40
8.835,18,20,15522,8624,266,69,16,69,43.455,6735,5546,0,1189,12478,6,6,20
8.813,18,40,18527,10770,267,42,25,42,55.595,8951,7314,0,1637,14154,6,6,40
8.933,18,20,15588,8663,268,70,16,70,46.102,6938,5749,0,1189,12528,6,6,20
8.91,18,40,18586,10722,269,37,25,37,58.243,9199,7562,0,1637,14213,6,6,40
8.835,18,20,15549,8707,267,69,17,69,49.1,6866,5709,0,1157,12700,6,6,20
8.813,18,40,18553,10853,268,42,26,42,61.959,9204,7567,0,1637,14162,6,6,40
9.229,18,20,15614,8765,270,70,18,70,50.297,7186,5997,0,1189,12541,6,6,20
9.206,18,40,18618,10808,270,37,26,37,61.971,9209,7605,0,1604,14435,6,6,40
9.391,20,20,17999,11387,411,68,35,68,55.179,8946,7757,0,1189,14906,8,4,20
9.285,20,40,21078,13326,403,36,35,36,66.611,10779,9142,0,1637,16811,8,4,40
8.905,20,20,18372,11047,539,68,35,68,97.185,11217,8839,0,2378,18607,8,4,20
8.835,20,40,21002,12821,531,36,35,36,118.902,14056,10782,0,3274,20199,8,4,40
8.419,8,5,1931,1676,14,7,12,7,13.055,1048,792,256,0,1325,4,0,5
8.419,16,5,1928,1941,15,7,13,7,17.744,1304,1048,256,0,1469,0,16,5
8.419,8,8,2187,1935,16,11,13,11,16.555,1202,946,256,0,1523,4,0,8
8.419,16,8,2179,2293,17,10,14,10,19.744,1424,1168,256,0,1622,0,16,8
8.419,8,8,2371,2029,21,10,14,10,17.034,1262,1006,256,0,1691,4,0,8
8.419,16,14,2635,2461,21,7,16,7,24.913,1568,1312,256,0,1884,0,16,14
8.419,8,5,1959,1771,15,7,13,7,14.452,1170,914,256,0,1312,4,0,5
8.419,16,5,1954,2036,16,7,14,7,19.374,1419,1163,256,0,1500,0,16,5
8.419,8,5,2089,1925,18,11,14,11,15.057,1251,995,256,0,1442,4,0,5
8.419,16,5,2086,2264,18,10,14,10,19.233,1490,1234,256,0,1600,0,16,5
8.847,8,5,2296,2072,24,10,16,10,15.323,1439,1183,256,0,1649,4,0,5
8.847,16,5,2282,2185,22,7,14,7,18.74,1481,1225,256,0,1730,0,16,5
8.847,8,8,5869,5246,159,6,32,6,24.579,3386,3066,320,0,5388,4,0,8
8.858,32,26,6700,6268,146,6,25,6,43.033,4302,3982,320,0,5837,16,0,26
8.999,8,8,7514,6477,287,9,32,9,26.833,4566,4246,320,0,6389,4,0,8
8.928,24,26,8797,7957,274,9,25,9,43.849,5800,5480,320,0,7277,8,8,26
8.835,8,40,29733,15055,543,6,45,6,63.878,13172,10480,320,2372,23251,4,0,40
8.419,32,160,45612,27110,530,6,80,6,158.741,27039,21275,320,5444,33905,16,0,160
8.419,8,8,2182,1960,16,10,13,10,16.155,1170,914,256,0,1503,4,0,8
8.419,16,8,2179,2195,17,10,14,10,19.9,1424,1168,256,0,1623,0,16,8
8.419,8,8,2246,2093,18,14,13,14,17.263,1249,993,256,0,1573,4,0,8
8.419,16,8,2238,2421,19,13,14,13,19.889,1471,1215,256,0,1648,0,16,8
8.419,8,8,2430,2187,23,13,14,13,17.771,1294,1038,256,0,1741,4,0,8
8.419,16,14,2694,2589,23,10,16,10,24.485,1600,1344,256,0,1910,0,16,14
8.419,8,8,2210,2055,17,10,14,10,17.163,1271,1015,256,0,1498,4,0,8
8.419,16,8,2205,2578,18,10,15,10,21.871,1512,1256,256,0,1654,0,16,8
8.419,8,8,2308,2194,20,14,15,14,17.825,1349,1093,256,0,1644,4,0,8
8.419,16,8,2305,2887,20,13,15,13,21.338,1577,1321,256,0,1722,0,16,8
8.847,8,8,2515,2341,26,13,17,13,18.358,1526,1270,256,0,1802,4,0,8
8.847,16,8,2501,2808,24,10,15,10,21.117,1574,1318,256,0,1852,0,16,8
8.847,8,8,5928,5384,161,9,32,9,24.187,3420,3100,320,0,5441,4,0,8
8.858,32,26,6759,6951,148,9,25,9,42.413,4270,3950,320,0,5863,16,0,26
8.999,8,8,7573,6599,289,12,32,12,27.281,4587,4267,320,0,6434,4,0,8
8.928,24,26,8856,8192,276,12,25,12,45.714,5884,5564,320,0,7592,8,8,26
8.835,8,40,29792,15209,545,9,45,9,69.75,13494,10802,320,2372,23325,4,0,40
8.419,32,160,45671,27361,532,9,80,9,156.213,25858,20094,320,5444,34124,16,0,160
8.419,8,14,2638,2128,20,7,15,7,20.645,1315,1059,256,0,1815,4,0,14
8.419,16,14,2635,2461,21,7,16,7,24.678,1568,1312,256,0,1884,0,16,14
8.419,8,14,2702,2261,22,11,15,11,21.869,1379,1123,256,0,1885,4,0,14
8.419,16,14,2694,2687,23,10,16,10,24.542,1600,1344,256,0,1909,0,16,14
8.419,8,14,2886,2354,27,10,16,10,22.38,1440,1184,256,0,2053,4,0,14
8.419,16,14,2830,2633,27,7,16,7,24.925,1617,1361,256,0,2103,0,16,14
8.419,8,14,2666,2223,21,7,16,7,22.342,1436,1180,256,0,1825,4,0,14
8.419,16,14,2661,2556,22,7,17,7,26.705,1674,1418,256,0,1915,0,16,14
8.419,8,14,2764,2362,24,11,17,11,23.024,1485,1229,256,0,1923,4,0,14
8.419,16,14,2761,2769,24,10,17,10,25.75,1722,1466,256,0,1983,0,16,14
8.847,8,14,2971,2505,30,10,19,10,23.71,1715,1459,256,0,2129,4,0,14
8.847,16,14,2957,2686,28,7,17,7,25.555,1772,1516,256,0,2116,0,16,14
8.847,8,14,6384,5548,165,6,34,6,30.124,3559,3239,320,0,5746,4,0,14
8.858,32,26,6895,6377,152,6,25,6,43.529,4266,3946,320,0,6026,16,0,26
8.999,8,14,8029,6731,293,9,34,9,31.694,4774,4454,320,0,6781,4,0,14
8.928,24,26,8992,8018,280,9,25,9,45.042,5768,5448,320,0,7582,8,8,26
8.835,8,40,29800,15117,549,6,45,6,70.462,13545,10853,320,2372,23412,4,0,40
8.419,32,160,45807,27225,536,6,80,6,161.936,27378,21614,320,5444,35115,16,0,160
8.419,8,5,1955,1771,15,7,13,7,13.815,1123,867,256,0,1325,4,0,5
8.419,16,5,1954,2036,16,7,14,7,19.318,1379,1123,256,0,1510,0,16,5
8.419,8,8,2211,2030,17,11,14,11,18.039,1272,1016,256,0,1498,4,0,8
8.419,16,8,2205,2388,18,10,15,10,21.367,1494,1238,256,0,1655,0,16,8
8.419,8,8,2395,2124,22,10,15,10,18.41,1351,1095,256,0,1678,4,0,8
8.419,16,14,2661,2556,22,7,17,7,26.152,1643,1387,256,0,1929,0,16,14
8.419,8,5,1983,1866,16,7,14,7,16.078,1238,982,256,0,1342,4,0,5
8.419,16,5,1980,2131,17,7,15,7,21.393,1490,1234,256,0,1530,0,16,5
8.419,8,5,2113,2020,19,11,15,11,16.477,1322,1066,256,0,1472,4,0,5
8.419,16,5,2112,2359,19,10,15,10,21.506,1558,1302,256,0,1630,0,16,5
8.847,8,5,2320,2167,25,10,17,10,17.607,1447,1191,256,0,1675,4,0,5
8.847,16,5,2308,2280,23,7,15,7,21.151,1557,1301,256,0,1760,0,16,5
8.847,8,8,5893,5341,160,6,33,6,24.874,3411,3091,320,0,5329,4,0,8
8.858,32,26,6726,6363,147,6,26,6,45.284,4231,3911,320,0,5782,16,0,26
8.999,8,8,7538,6584,288,9,33,9,28.588,4620,4300,320,0,6346,4,0,8
8.928,24,26,8823,8064,275,9,26,9,47.44,5920,5600,320,0,7319,8,8,26
8.835,8,40,29757,15150,544,6,46,6,70.355,13127,10435,320,2372,23294,4,0,40
8.419,32,160,45638,27205,531,6,81,6,159.983,26142,20378,320,5444,34322,16,0,160
8.419,8,5,2085,1931,17,10,13,10,15.167,1231,975,256,0,1454,4,0,5
8.419,16,5,2084,2166,18,10,14,10,19.704,1486,1230,256,0,1601,0,16,5
8.419,8,8,2309,2175,19,14,14,14,17.681,1351,1095,256,0,1596,4,0,8
8.419,16,8,2303,2503,20,13,15,13,21.507,1575,1319,256,0,1722,0,16,8
8.847,8,8,2461,2263,24,13,15,13,18.564,1431,1175,256,0,1756,4,0,8
8.419,16,14,2759,2671,24,10,17,10,26.558,1743,1487,256,0,1984,0,16,14
8.419,8,5,2113,2026,18,10,14,10,16.028,1294,1038,256,0,1472,4,0,5
8.419,16,5,2110,2261,19,10,15,10,21.323,1559,1303,256,0,1629,0,16,5
8.419,8,5,2179,2159,21,14,15,14,17.179,1416,1160,256,0,1539,4,0,5
8.419,16,5,2178,2468,21,13,15,13,21.689,1780,1524,256,0,1928,0,16,5
8.858,8,5,2386,2304,27,13,17,13,17.462,1573,1317,256,0,1744,4,0,5
8.858,16,5,2374,2387,25,10,15,10,20.061,1651,1395,256,0,1797,0,16,5
9.24,8,8,5959,5477,162,9,33,9,26.606,3513,3193,320,0,5398,4,0,8
8.881,32,26,6792,6468,149,9,26,9,45.343,4288,3968,320,0,5849,16,0,26
9.392,8,8,7604,6704,290,12,33,12,29.229,4697,4377,320,0,6424,4,0,8
9.322,24,26,8889,8296,277,12,26,12,46.482,6044,5724,320,0,7435,8,8,26
9.229,8,40,29823,15287,546,9,46,9,70.148,13215,10523,320,2372,23392,4,0,40
8.813,32,160,45704,27458,533,9,81,9,159.684,26140,20376,320,5444,33898,16,0,160
8.847,8,5,2281,1852,21,7,13,7,15.593,1228,972,256,0,1640,4,0,5
8.847,16,5,2282,2185,22,7,14,7,19.145,1485,1229,256,0,1745,0,16,5
8.847,8,8,2505,2096,23,11,14,11,18.241,1347,1091,256,0,1801,4,0,8
8.847,16,8,2501,2522,24,10,15,10,22.077,1582,1326,256,0,1861,0,16,8
8.881,8,8,2625,2173,28,10,15,10,19.517,1397,1141,256,0,1916,4,0,8
8.847,16,14,2957,2686,28,7,17,7,25.521,1780,1524,256,0,2138,0,16,14
8.847,8,5,2309,1947,22,7,14,7,16.714,1297,1041,256,0,1668,4,0,5
8.847,16,5,2308,2280,23,7,15,7,21.584,1552,1296,256,0,1760,0,16,5
8.858,8,5,2375,2078,25,11,15,11,17.202,1415,1159,256,0,1735,4,0,5
8.858,16,5,2376,2485,25,10,15,10,21.369,1749,1493,256,0,1802,0,16,5
8.419,8,5,2518,2201,31,10,17,10,18.058,1499,1243,256,0,1876,4,0,5
8.419,16,5,2508,2382,29,7,15,7,21.415,1681,1425,256,0,1988,0,16,5
9.263,8,8,6091,5376,166,6,33,6,26.688,3478,3158,320,0,5510,4,0,8
8.847,32,26,6926,6481,153,6,26,6,44.688,4193,3873,320,0,6005,16,0,26
9.415,8,8,7736,6571,294,9,33,9,30.887,4752,4432,320,0,6775,4,0,8
9.344,24,26,9023,8117,281,9,26,9,46.261,5961,5641,320,0,7507,8,8,26
9.251,8,40,29827,15202,550,6,46,6,73.67,12984,10292,320,2372,23594,4,0,40
8.835,32,160,45838,27320,537,6,81,6,159.182,26559,20795,320,5444,34052,16,0,160
8.881,8,26,6076,4948,138,21,17,21,36.072,3171,2851,320,0,5133,4,0,26
8.847,32,26,6592,6393,139,21,18,21,42.484,3874,3554,320,0,5722,16,0,26
8.881,8,26,6140,5140,140,25,17,25,37.304,3217,2897,320,0,5214,4,0,26
8.847,32,26,6651,6598,141,24,18,24,43.097,3930,3610,320,0,5747,16,0,26
8.881,8,26,6292,5202,145,24,18,24,37.557,3318,2998,320,0,5350,4,0,26
