prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io4_l1p1n1_l3n1n1_d1d2,8.712,32,26,6691,6361,139,21,18,21,5x32,1x32,54.138,3997,3613,384,0,5640,16,0,26
io4_l1p1n1_l3n1n2,9.299,8,26,5969,5016,140,24,17,24,5x32,1x32,48.226,3280,2896,384,0,5137,4,0,26
io4_l1p1n1_l3n1n2_d1d2,9.299,32,26,6428,6999,141,24,18,24,5x32,1x32,54.94,4129,3745,384,0,5646,16,0,26
io4_l1p1n1_l3n1n4,8.712,8,32,6557,5535,144,21,20,21,5x32,1x32,53.612,3879,3495,384,0,5721,4,0,32
io4_l1p1n1_l3n1n4_d1d2,8.712,32,32,7518,7084,145,21,21,21,5x32,1x32,60.569,4779,4395,384,0,6618,16,0,32
io4_l1p1n1_l3n1p1,8.712,8,26,5863,4956,139,21,18,21,5x32,1x32,51.597,3282,2898,384,0,5023,4,0,26
io4_l1p1n1_l3n1p1_d1d2,8.712,32,26,6585,6433,140,21,19,21,5x32,1x32,58.784,4094,3710,384,0,5528,16,0,26
io4_l1p1n1_l3n1p2,9.299,8,26,5834,5059,141,24,18,24,5x32,1x32,51.66,3437,3053,384,0,5022,4,0,26
io4_l1p1n1_l3n1p2_d1d2,9.299,32,26,6305,7042,142,24,19,24,5x32,1x32,58.248,4368,3984,384,0,5594,16,0,26
io4_l1p1n1_l3n1p4,8.712,16,32,6555,5721,145,21,21,21,5x32,1x32,56.795,3829,3568,256,5,5349,8,0,32
io4_l1p1n1_l3n1p4_d1d2,8.712,40,32,7511,7270,146,21,22,21,5x32,1x32,63.921,4757,4496,256,5,5990,20,0,32
io4_l1p1n1_l3p1n1,8.72,16,40,9229,7768,262,35,22,35,5x32,1x32,66.157,6565,6309,256,0,8318,8,0,40
io4_l1p1n1_l3p1n1_d1d2,8.72,40,40,10769,10353,263,35,23,35,5x32,1x32,76.038,7804,7548,256,0,9425,20,0,40
io4_l1p1n1_l3p2n1,8.728,16,40,11042,8638,390,54,22,54,5x32,1x32,69.639,7784,7528,256,0,10704,8,0,40
io4_l1p1n1_l3p2n1_d1d2,9.344,40,80,17113,14938,391,38,39,38,5x32,1x32,112.913,12330,12074,256,0,15056,16,0,80
io4_l1p1n1_l3p4n1,8.744,16,40,11353,9460,646,83,22,83,5x32,1x32,69.088,8042,7786,256,0,10577,8,0,40
io4_l1p1n1_l3p4n1_d1d2,9.315,40,114,25577,18267,647,35,53,35,5x32,1x32,149.573,19877,19621,256,0,22987,20,0,114
io4_l1p2n1_l3n1n1,8.775,8,26,6058,6408,266,40,17,40,5x32,1x32,50.444,4273,3889,384,0,5207,4,0,26
io4_l1p2n1_l3n1n1_d1d2,8.775,24,26,8367,7914,267,24,18,24,5x32,1x32,58.979,5855,5471,384,0,7648,8,8,26
io4_l1p2n1_l3n1n2,8.847,8,26,6063,6509,268,43,17,43,5x32,1x32,47.877,4326,3942,384,0,5217,4,0,26
io4_l1p2n1_l3n1n2_d1d2,8.847,24,26,8339,8125,269,27,18,27,5x32,1x32,58.192,5815,5431,384,0,7655,8,8,26
io4_l1p2n1_l3n1n4,8.26,8,32,6651,7111,272,40,20,40,5x32,1x32,54.709,4952,4568,384,0,5803,4,0,32
io4_l1p2n1_l3n1n4_d1d2,8.26,24,32,9194,8637,273,24,21,24,5x32,1x32,64.489,6522,6138,384,0,8245,8,8,32
io4_l1p2n1_l3n1p1,8.775,8,26,5957,6496,267,40,18,40,5x32,1x32,54.282,4348,3964,384,0,5112,4,0,26
io4_l1p2n1_l3n1p1_d1d2,8.775,24,26,8261,8002,268,24,19,24,5x32,1x32,60.805,5921,5537,384,0,7017,8,8,26
io4_l1p2n1_l3n1p2,8.847,8,26,5928,6596,269,43,18,43,5x32,1x32,53.441,4423,4039,384,0,5106,4,0,26
io4_l1p2n1_l3n1p2_d1d2,8.847,24,26,8215,8212,270,27,19,27,5x32,1x32,63.378,6030,5646,384,0,7559,8,8,26
io4_l1p2n1_l3n1p4,8.26,16,32,6649,7329,273,40,21,40,5x32,1x32,57.07,4899,4638,256,5,5428,8,0,32
io4_l1p2n1_l3n1p4_d1d2,8.26,32,32,9187,8855,274,24,22,24,5x32,1x32,65.957,6420,6159,256,5,7990,12,8,32
io4_l1p2n1_l3p1n1,8.662,16,40,9586,9310,390,54,22,54,5x32,1x32,68.346,7484,7228,256,0,8962,8,0,40
io4_l1p2n1_l3p1n1_d1d2,8.279,40,40,12296,11986,391,38,23,38,5x32,1x32,77.053,9661,9405,256,0,11657,20,0,40
io4_l1p2n1_l3p2n1,8.67,16,40,11399,10121,518,73,22,73,5x32,1x32,70.734,8627,8371,256,0,10938,8,0,40
io4_l1p2n1_l3p2n1_d1d2,8.904,40,80,17792,16183,519,41,39,41,5x32,1x32,117.923,13977,13721,256,0,15714,18,0,80
io4_l1p2n1_l3p4n1,8.63,16,40,11475,10973,774,102,22,102,5x32,1x32,71.032,9226,8970,256,0,10551,8,0,40
io4_l1p2n1_l3p4n1_d1d2,8.886,40,114,26384,19888,775,38,53,38,5x32,1x32,160.74,21613,21357,256,0,23866,20,0,114
io4_l1p4n1_l3n1n1,8.659,8,40,29440,14673,522,69,24,69,5x32,1x32,71.707,12686,9930,384,2372,23287,4,0,40
io4_l1p4n1_l3n1n1_d1d2,8.034,32,160,45428,27243,523,21,73,21,5x32,1x32,221.582,26352,20524,384,5444,34157,16,0,160
io4_l1p4n1_l3n1n2,8.73,8,40,29445,14818,524,72,24,72,5x32,1x32,72.067,12739,9983,384,2372,23280,4,0,40
io4_l1p4n1_l3n1n2_d1d2,8.106,32,160,45400,27482,525,24,73,24,5x32,1x32,217.542,25720,19892,384,5444,33928,16,0,160
io4_l1p4n1_l3n1n4,7.931,8,40,29352,14658,528,69,24,69,5x32,1x32,104.545,12796,10040,384,2372,23503,4,0,40
io4_l1p4n1_l3n1n4_d1d2,7.307,32,160,45574,27330,529,21,73,21,5x32,1x32,242.221,26206,20378,384,5444,34250,16,0,160
io4_l1p4n1_l3n1p1,8.659,8,40,29467,14745,523,69,25,69,5x32,1x32,84.235,12642,9886,384,2372,23298,4,0,40
io4_l1p4n1_l3n1p1_d1d2,8.034,32,160,45450,27315,524,21,74,21,5x32,1x32,207.83,26303,20475,384,5444,33676,16,0,160
io4_l1p4n1_l3n1p2,8.73,8,40,29438,14845,525,72,25,72,5x32,1x32,93.983,12663,9907,384,2372,23305,4,0,40
io4_l1p4n1_l3n1p2_d1d2,8.106,32,160,45404,27528,526,24,74,24,5x32,1x32,230.608,26612,20784,384,5444,33837,16,0,160
io4_l1p4n1_l3n1p4,7.931,16,40,29478,14844,529,69,25,69,5x32,1x32,164.815,12663,10030,256,2377,23419,8,0,40
io4_l1p4n1_l3n1p4_d1d2,7.307,40,160,45695,27516,530,21,74,21,5x32,1x32,312.685,25652,19947,256,5449,34032,20,0,160
io4_l1p4n1_l3p1n1,7.95,16,40,30508,15667,646,83,22,83,5x32,1x32,179.76,13956,11328,256,2372,24418,8,0,40
io4_l1p4n1_l3p1n1_d1d2,7.894,40,160,47213,29557,647,35,71,35,5x32,1x32,331.602,28511,22811,256,5444,35836,20,0,160
io4_l1p4n1_l3p2n1,7.969,16,40,31355,16396,774,102,22,102,5x32,1x32,183.823,14920,12292,256,2372,25295,8,0,40
io4_l1p4n1_l3p2n1_d1d2,7.894,40,160,47517,30705,775,38,71,38,5x32,1x32,335.405,30634,24934,256,5444,36633,16,0,160
io4_l1p4n1_l3p4n1,7.984,16,40,31316,17394,1030,131,22,131,5x32,1x32,199.682,15304,12677,256,2371,25761,8,0,40
io4_l1p4n1_l3p4n1_d1d2,8.518,40,160,48757,31205,1031,35,71,35,5x32,1x32,386.128,35386,29686,256,5444,38247,20,0,160
io8_l1n1n1_l3n1n1,8.172,8,5,2765,2228,14,7,12,7,9x32,1x32,19.694,1937,1169,768,0,1901,0,8,5
io8_l1n1n1_l3n1n1_d1d2,8.172,64,5,2762,3413,15,7,13,7,9x32,1x32,42.426,3157,2389,768,0,2817,0,64,5
io8_l1n1n1_l3n1n2,8.172,8,5,2934,2285,16,8,12,8,9x32,1x32,18.185,1994,1226,768,0,1970,0,8,5
io8_l1n1n1_l3n1n2_d1d2,8.172,64,5,3246,4902,17,8,13,8,9x32,1x32,38.189,3238,2470,768,0,2888,0,64,5
io8_l1n1n1_l3n1n4,8.815,8,5,2934,2555,20,14,12,14,9x32,1x32,18.846,2158,1390,768,0,1997,0,8,5
io8_l1n1n1_l3n1n4_d1d2,8.815,64,5,3080,5632,21,14,13,14,9x32,1x32,36.37,3313,2545,768,0,2859,0,64,5
io8_l1n1n1_l3n1n8,8.172,8,40,5692,4631,28,7,26,7,9x32,1x32,46.737,3996,3228,768,0,3954,0,8,40
io8_l1n1n1_l3n1n8_d1d2,8.172,64,40,5692,6144,29,7,27,7,9x32,1x32,68.485,5261,4493,768,0,4671,0,64,40
io8_l1n1n1_l3n1p1,8.172,8,5,2537,2299,15,7,13,7,9x32,1x32,20.352,2169,1401,768,0,1735,0,8,5
io8_l1n1n1_l3n1p1_d1d2,8.172,64,5,2530,3484,16,7,14,7,9x32,1x32,45.244,3278,2510,768,0,2571,0,64,5
io8_l1n1n1_l3n1p2,8.172,8,5,2625,2328,17,8,13,8,9x32,1x32,22.257,2316,1548,768,0,1827,0,8,5
io8_l1n1n1_l3n1p2_d1d2,8.172,64,5,2589,3551,18,8,14,8,9x32,1x32,46.632,3706,2938,768,0,2872,0,64,5
io8_l1n1n1_l3n1p4,8.815,8,5,2733,2567,21,14,13,14,9x32,1x32,22.002,2427,1659,768,0,1832,0,8,5
io8_l1n1n1_l3n1p4_d1d2,8.815,64,5,2736,3788,22,14,14,14,9x32,1x32,45.391,3689,2921,768,0,2809,0,64,5
io8_l1n1n1_l3n1p8,8.172,24,40,5561,4931,29,7,27,7,9x32,1x32,48.298,4005,3490,512,3,3463,8,8,40
io8_l1n1n1_l3n1p8_d1d2,8.172,80,40,5557,6444,30,7,28,7,9x32,1x32,69.518,5127,4611,512,4,4168,8,64,40
io8_l1n1n1_l3p1n1,8.172,32,40,8757,6455,138,13,24,13,9x32,1x32,52.786,6530,6018,512,0,7306,16,0,40
io8_l1n1n1_l3p1n1_d1d2,8.172,144,40,8753,10910,139,13,25,13,9x32,1x32,78.544,8454,7942,512,0,7771,72,0,40
io8_l1n1n1_l3p2n1,8.759,32,80,12438,10311,266,22,40,22,9x32,1x32,81.758,9313,8801,512,0,9997,16,0,80
io8_l1n1n1_l3p2n1_d1d2,8.172,144,126,21538,20880,267,14,59,14,9x32,1x32,154.324,16328,15816,512,0,18474,72,0,126
io8_l1n1n1_l3p4n1,8.759,32,112,20951,15827,522,44,56,44,9x32,1x32,107.867,16629,16117,512,0,18104,16,0,112
io8_l1n1n1_l3p4n1_d1d2,8.842,144,126,25257,22520,523,20,59,20,9x32,1x32,172.126,21931,21419,512,0,23810,72,0,126
io8_l1n1n1_l3p8n1,8.797,32,112,23671,18136,1034,69,56,69,9x32,1x32,120.2,19610,19098,512,0,20808,16,0,112
io8_l1n1n1_l3p8n1_d1d2,9.383,144,126,36597,22389,1035,13,59,13,9x32,1x32,182.316,28560,28048,512,0,33588,72,0,126
io8_l1n1n2_l3n1n1,8.172,8,5,2938,2295,16,8,12,8,9x32,1x32,17.53,1974,1206,768,0,2008,0,8,5
io8_l1n1n2_l3n1n1_d1d2,8.172,64,5,3113,3512,17,8,13,8,9x32,1x32,37.553,3187,2419,768,0,2931,0,64,5
io8_l1n1n2_l3n1n2,7.307,8,5,3107,2352,18,9,12,9,9x32,1x32,17.928,2038,1270,768,0,2469,0,8,5
io8_l1n1n2_l3n1n2_d1d2,7.307,64,5,3597,5001,19,9,13,9,9x32,1x32,32.589,3247,2479,768,0,3002,0,64,5
io8_l1n1n2_l3n1n4,8.181,8,5,3121,2644,22,15,12,15,9x32,1x32,17.759,2237,1469,768,0,2436,0,8,5
io8_l1n1n2_l3n1n4_d1d2,8.181,64,5,3431,5745,23,15,13,15,9x32,1x32,32.994,3334,2566,768,0,2970,0,64,5
io8_l1n1n2_l3n1n8,7.307,8,40,5864,4694,30,8,26,8,9x32,1x32,45.651,4071,3303,768,0,4256,0,8,40
io8_l1n1n2_l3n1n8_d1d2,7.307,64,40,6042,6239,31,8,27,8,9x32,1x32,62.509,5301,4533,768,0,4784,0,64,40
io8_l1n1n2_l3n1p1,8.172,8,5,2709,2362,17,8,13,8,9x32,1x32,18.542,2157,1389,768,0,1841,0,8,5
io8_l1n1n2_l3n1p1_d1d2,8.172,64,5,2880,4971,18,8,14,8,9x32,1x32,41.867,3265,2497,768,0,2684,0,64,5
io8_l1n1n2_l3n1p2,8.102,8,5,2797,2391,19,9,13,9,9x32,1x32,19.915,2225,1457,768,0,1868,0,8,5
io8_l1n1n2_l3n1p2_d1d2,8.102,64,5,2939,5038,20,9,14,9,9x32,1x32,41.866,3740,2972,768,0,2988,0,64,5
io8_l1n1n2_l3n1p4,8.181,8,5,2905,2628,23,15,13,15,9x32,1x32,20.526,2426,1658,768,0,2265,0,8,5
io8_l1n1n2_l3n1p4_d1d2,8.181,64,5,3086,5737,24,15,14,15,9x32,1x32,39.017,3737,2969,768,0,2923,0,64,5
io8_l1n1n2_l3n1p8,7.307,24,40,5733,4994,31,8,27,8,9x32,1x32,46.99,4011,3496,512,3,3568,8,8,40
io8_l1n1n2_l3n1p8_d1d2,7.307,80,40,5907,9323,32,8,28,8,9x32,1x32,63.628,5259,4744,512,3,4285,8,64,40
io8_l1n1n2_l3p1n1,7.894,32,40,8929,6512,140,14,24,14,9x32,1x32,51.371,6483,5971,512,0,7413,16,0,40
io8_l1n1n2_l3p1n1_d1d2,7.894,144,40,9103,15639,141,14,25,14,9x32,1x32,72.281,8290,7778,512,0,7882,72,0,40
io8_l1n1n2_l3p2n1,7.894,32,80,12579,10372,268,23,40,23,9x32,1x32,80.996,9441,8929,512,0,10520,16,0,80
io8_l1n1n2_l3p2n1_d1d2,7.977,144,126,21857,21666,269,15,59,15,9x32,1x32,147.489,16896,16384,512,0,18269,72,0,126
io8_l1n1n2_l3p4n1,8.48,32,112,21106,15895,524,45,56,45,9x32,1x32,110.413,16547,16035,512,0,18511,16,0,112
io8_l1n1n2_l3p4n1_d1d2,7.931,144,126,25576,23305,525,21,59,21,9x32,1x32,164.44,21063,20551,512,0,22106,72,0,126
io8_l1n1n2_l3p8n1,8.518,32,112,23826,18218,1036,70,56,70,9x32,1x32,120.088,19697,19185,512,0,20890,16,0,112
io8_l1n1n2_l3p8n1_d1d2,8.555,144,126,36916,23189,1037,14,59,14,9x32,1x32,176.208,28779,28267,512,0,33387,72,0,126
io8_l1n1n4_l3n1n1,8.815,8,14,3471,2939,20,14,15,14,9x32,1x32,30.254,2238,1470,768,0,2380,0,8,14
io8_l1n1n4_l3n1n1_d1d2,8.815,64,14,3468,4160,21,14,16,14,9x32,1x32,49.349,3440,2672,768,0,3234,0,64,14
io8_l1n1n4_l3n1n2,8.834,8,14,3640,2996,22,15,15,15,9x32,1x32,29.578,2329,1561,768,0,2774,0,8,14
io8_l1n1n4_l3n1n2_d1d2,8.834,64,14,3951,6109,23,15,16,15,9x32,1x32,43.968,3488,2720,768,0,3304,0,64,14
io8_l1n1n4_l3n1n4,8.172,8,14,3640,3281,26,21,15,21,9x32,1x32,30.025,2457,1689,768,0,2736,0,8,14
io8_l1n1n4_l3n1n4_d1d2,8.172,64,14,3786,6858,27,21,16,21,9x32,1x32,41.395,3630,2862,768,0,3275,0,64,14
io8_l1n1n4_l3n1n8,8.815,8,40,5917,5017,34,14,26,14,9x32,1x32,57.181,4262,3494,768,0,4372,0,8,40
io8_l1n1n4_l3n1n8_d1d2,8.815,64,40,5917,6566,35,14,27,14,9x32,1x32,69.857,5470,4702,768,0,4896,0,64,40
io8_l1n1n4_l3n1p1,8.815,8,14,3242,3006,21,14,16,14,9x32,1x32,33.43,2349,1581,768,0,2147,0,8,14
io8_l1n1n4_l3n1p1_d1d2,8.815,64,14,3235,6083,22,14,17,14,9x32,1x32,54.761,3551,2783,768,0,2986,0,64,14
io8_l1n1n4_l3n1p2,8.834,8,14,3330,3026,23,15,16,15,9x32,1x32,34.962,2552,1784,768,0,2240,0,8,14
io8_l1n1n4_l3n1p2_d1d2,8.834,64,14,3294,6141,24,15,17,15,9x32,1x32,56.3,4006,3238,768,0,3289,0,64,14
io8_l1n1n4_l3n1p4,8.172,8,14,3438,3260,27,21,16,21,9x32,1x32,34.329,2654,1886,768,0,2569,0,8,14
io8_l1n1n4_l3n1p4_d1d2,8.172,64,14,3441,6837,28,21,17,21,9x32,1x32,52.7,3974,3206,768,0,3360,0,64,14
io8_l1n1n4_l3n1p8,8.815,24,40,5786,5317,35,14,27,14,9x32,1x32,56.306,4200,3684,512,4,3752,8,8,40
io8_l1n1n4_l3n1p8_d1d2,8.815,80,40,5782,10114,36,14,28,14,9x32,1x32,74.189,5480,4964,512,4,4398,8,64,40
io8_l1n1n4_l3p1n1,8.797,32,40,8982,6789,144,20,24,20,9x32,1x32,65.558,6610,6098,512,0,7592,16,0,40
io8_l1n1n4_l3p1n1_d1d2,8.797,144,40,8978,16384,145,20,25,20,9x32,1x32,84.871,8369,7857,512,0,7985,72,0,40
io8_l1n1n4_l3p2n1,8.815,32,80,12631,10621,272,29,40,29,9x32,1x32,100.097,9589,9077,512,0,10345,16,0,80
io8_l1n1n4_l3p2n1_d1d2,8.797,144,126,21731,22381,273,21,59,21,9x32,1x32,173.447,17257,16745,512,0,18910,72,0,126
io8_l1n1n4_l3p4n1,9.365,32,112,21145,16156,528,51,56,51,9x32,1x32,127.16,16582,16070,512,0,18395,16,0,112
io8_l1n1n4_l3p4n1_d1d2,9.346,144,126,25451,24037,529,27,59,27,9x32,1x32,185.999,21609,21097,512,0,24013,72,0,126
io8_l1n1n4_l3p8n1,9.421,32,112,23865,18458,1040,76,56,76,9x32,1x32,134.177,20038,19526,512,0,21152,16,0,112
io8_l1n1n4_l3p8n1_d1d2,9.44,144,126,36791,23901,1041,20,59,20,9x32,1x32,193.654,29003,28491,512,0,34750,72,0,126
io8_l1n1n8_l3n1n1,9.063,8,14,3506,2748,28,7,15,7,9x32,1x32,31.066,2358,1590,768,0,2413,0,8,14
io8_l1n1n8_l3n1n1_d1d2,9.044,64,17,3660,4394,29,7,17,7,9x32,1x32,52.377,3600,2832,768,0,3231,0,64,17
io8_l1n1n8_l3n1n2,9.071,8,14,3676,2822,30,8,15,8,9x32,1x32,30.699,2413,1645,768,0,2679,0,8,14
io8_l1n1n8_l3n1n2_d1d2,9.063,64,17,4143,7286,31,8,17,8,9x32,1x32,47.726,3665,2897,768,0,3301,0,64,17
io8_l1n1n8_l3n1n4,8.797,8,14,3674,3077,34,14,15,14,9x32,1x32,32.079,2676,1908,768,0,2634,0,8,14
io8_l1n1n8_l3n1n4_d1d2,8.797,64,17,3977,8009,35,14,17,14,9x32,1x32,44.859,3817,3049,768,0,3266,0,64,17
io8_l1n1n8_l3n1n8,9.063,8,40,5696,4821,42,7,26,7,9x32,1x32,53.554,4228,3460,768,0,3767,0,8,40
io8_l1n1n8_l3n1n8_d1d2,9.044,64,40,5949,6693,43,7,27,7,9x32,1x32,67.641,5462,4694,768,0,4834,0,64,40
io8_l1n1n8_l3n1p1,9.063,8,14,3277,2815,29,7,16,7,9x32,1x32,34.23,2474,1706,768,0,2180,0,8,14
io8_l1n1n8_l3n1p1_d1d2,9.044,64,17,3427,4461,30,7,18,7,9x32,1x32,57.568,3672,2904,768,0,2984,0,64,17
io8_l1n1n8_l3n1p2,9.071,8,14,3365,2832,31,8,16,8,9x32,1x32,35.495,2533,1765,768,0,2273,0,8,14
io8_l1n1n8_l3n1p2_d1d2,9.063,64,17,3486,4517,32,8,18,8,9x32,1x32,57.123,4154,3386,768,0,3285,0,64,17
io8_l1n1n8_l3n1p4,8.797,8,14,3473,3060,35,14,16,14,9x32,1x32,35.768,2672,1904,768,0,2473,0,8,14
io8_l1n1n8_l3n1p4_d1d2,8.797,64,17,3633,4741,36,14,18,14,9x32,1x32,56.78,4117,3349,768,0,3221,0,64,17
io8_l1n1n8_l3n1p8,9.063,24,40,5565,5121,43,7,27,7,9x32,1x32,55.165,4161,3646,512,3,3269,8,8,40
io8_l1n1n8_l3n1p8_d1d2,9.044,80,40,5814,6993,44,7,28,7,9x32,1x32,72.747,5458,4943,512,3,4330,8,64,40
io8_l1n1n8_l3p1n1,9.044,32,40,8761,6584,152,13,24,13,9x32,1x32,66.474,6902,6390,512,0,7372,16,0,40
io8_l1n1n8_l3p1n1_d1d2,9.025,144,40,9010,11383,153,13,25,13,9x32,1x32,86.643,8831,8319,512,0,7925,72,0,40
io8_l1n1n8_l3p2n1,9.044,32,80,12410,10421,280,22,40,22,9x32,1x32,99.871,9608,9096,512,0,10061,16,0,80
io8_l1n1n8_l3p2n1_d1d2,9.063,144,126,21763,21313,281,14,59,14,9x32,1x32,171.044,16794,16282,512,0,18695,72,0,126
io8_l1n1n8_l3p4n1,9.631,32,112,20923,15962,536,44,56,44,9x32,1x32,131.973,17002,16490,512,0,18165,16,0,112
io8_l1n1n8_l3p4n1_d1d2,9.421,144,126,25482,22977,537,20,59,20,9x32,1x32,186.353,21548,21036,512,0,23907,72,0,126
io8_l1n1n8_l3p8n1,9.668,32,112,23644,18250,1048,69,56,69,9x32,1x32,136.633,20394,19882,512,0,21241,16,0,112
io8_l1n1n8_l3p8n1_d1d2,9.631,144,126,36823,22828,1049,13,59,13,9x32,1x32,190.645,28886,28374,512,0,33689,72,0,126
io8_l1n1p1_l3n1n1,8.172,8,5,2794,2343,15,7,13,7,9x32,1x32,22.146,2359,1591,768,0,2067,0,8,5
io8_l1n1p1_l3n1n1_d1d2,8.172,64,5,2794,3528,16,7,14,7,9x32,1x32,50.661,3247,2479,768,0,2852,0,64,5
io8_l1n1p1_l3n1n2,8.172,8,5,2963,2400,17,8,13,8,9x32,1x32,21.833,2329,1561,768,0,2072,0,8,5
io8_l1n1p1_l3n1n2_d1d2,8.172,64,5,3278,5017,18,8,14,8,9x32,1x32,43.048,3305,2537,768,0,2921,0,64,5
io8_l1n1p1_l3n1n4,8.815,8,5,2963,2670,21,14,13,14,9x32,1x32,19.948,2243,1475,768,0,2030,0,8,5
io8_l1n1p1_l3n1n4_d1d2,8.815,64,5,3112,5747,22,14,14,14,9x32,1x32,41.561,3414,2646,768,0,2892,0,64,5
io8_l1n1p1_l3n1n8,8.172,8,40,5721,4746,29,7,27,7,9x32,1x32,54.277,4095,3327,768,0,3987,0,8,40
io8_l1n1p1_l3n1n8_d1d2,8.172,64,40,5724,6259,30,7,28,7,9x32,1x32,87.991,5339,4571,768,0,4696,0,64,40
io8_l1n1p1_l3n1p1,8.172,8,5,2566,2414,16,7,14,7,9x32,1x32,23.921,2149,1381,768,0,1702,0,8,5
io8_l1n1p1_l3n1p1_d1d2,8.172,64,5,2562,3599,17,7,15,7,9x32,1x32,58.277,3363,2595,768,0,2606,0,64,5
io8_l1n1p1_l3n1p2,8.172,8,5,2654,2443,18,8,14,8,9x32,1x32,25.727,2286,1518,768,0,1795,0,8,5
io8_l1n1p1_l3n1p2_d1d2,8.172,64,5,2621,5058,19,8,15,8,9x32,1x32,61.539,3783,3015,768,0,2905,0,64,5
io8_l1n1p1_l3n1p4,8.815,8,5,2762,2682,22,14,14,14,9x32,1x32,28.448,2442,1674,768,0,1865,0,8,5
io8_l1n1p1_l3n1p4_d1d2,8.815,64,5,2768,5759,23,14,15,14,9x32,1x32,59.964,3770,3002,768,0,2834,0,64,5
io8_l1n1p1_l3n1p8,8.172,24,40,5590,5046,30,7,28,7,9x32,1x32,58.238,3948,3432,512,4,3490,8,8,40
io8_l1n1p1_l3n1p8_d1d2,8.172,80,40,5589,6559,31,7,29,7,9x32,1x32,93.239,5156,4640,512,4,4201,8,64,40
io8_l1n1p1_l3p1n1,8.172,32,40,8786,6570,139,13,25,13,9x32,1x32,67.272,6578,6066,512,0,7339,16,0,40
io8_l1n1p1_l3p1n1_d1d2,8.172,144,40,8785,11025,140,13,26,13,9x32,1x32,105.638,8711,8199,512,0,7805,72,0,40
io8_l1n1p1_l3p2n1,8.759,32,80,12467,10426,267,22,41,22,9x32,1x32,101.537,9383,8871,512,0,10453,16,0,80
io8_l1n1p1_l3p2n1_d1d2,8.172,144,126,21570,20995,268,14,60,14,9x32,1x32,193.903,17227,16715,512,0,18565,72,0,126
io8_l1n1p1_l3p4n1,8.759,32,112,20980,15942,523,44,57,44,9x32,1x32,130.125,16687,16175,512,0,18139,16,0,112
io8_l1n1p1_l3p4n1_d1d2,8.842,144,126,25289,22635,524,20,60,20,9x32,1x32,198.834,22260,21748,512,0,21792,72,0,126
io8_l1n1p1_l3p8n1,8.797,32,112,23700,18251,1035,69,57,69,9x32,1x32,136.409,19975,19463,512,0,20842,16,0,112
io8_l1n1p1_l3p8n1_d1d2,9.383,144,126,36629,22504,1036,13,60,13,9x32,1x32,217.709,28664,28152,512,0,34023,72,0,126
io8_l1n1p2_l3n1n1,8.172,8,5,2990,2402,17,8,13,8,9x32,1x32,20.973,2146,1378,768,0,2130,0,8,5
io8_l1n1p2_l3n1n1_d1d2,8.172,64,5,2958,3627,18,8,14,8,9x32,1x32,44.581,3661,2893,768,0,3244,0,64,5
io8_l1n1p2_l3n1n2,8.172,8,5,3159,2459,19,9,13,9,9x32,1x32,20.687,2312,1544,768,0,2231,0,8,5
io8_l1n1p2_l3n1n2_d1d2,8.172,64,5,3442,5116,20,9,14,9,9x32,1x32,39.64,3773,3005,768,0,3304,0,64,5
io8_l1n1p2_l3n1n4,8.834,8,5,3159,2727,23,15,13,15,9x32,1x32,20.501,2349,1581,768,0,2226,0,8,5
io8_l1n1p2_l3n1n4_d1d2,8.834,64,5,3276,5844,24,15,14,15,9x32,1x32,38.429,3858,3090,768,0,3275,0,64,5
io8_l1n1p2_l3n1n8,8.172,8,40,5917,4805,31,8,27,8,9x32,1x32,57.421,4291,3523,768,0,4216,0,8,40
io8_l1n1p2_l3n1n8_d1d2,8.172,64,40,5888,6358,32,8,28,8,9x32,1x32,79.777,5784,5016,768,0,5088,0,64,40
io8_l1n1p2_l3n1p1,8.172,8,5,2762,2473,18,8,14,8,9x32,1x32,24.221,2229,1461,768,0,1898,0,8,5
io8_l1n1p2_l3n1p1_d1d2,8.172,64,5,2726,3698,19,8,15,8,9x32,1x32,52.785,3794,3026,768,0,2995,0,64,5
io8_l1n1p2_l3n1p2,8.172,8,5,2818,2487,20,9,14,9,9x32,1x32,24.381,2348,1580,768,0,1959,0,8,5
io8_l1n1p2_l3n1p2_d1d2,8.172,64,5,2753,5142,21,9,15,9,9x32,1x32,52.144,4172,3404,768,0,3260,0,64,5
io8_l1n1p2_l3n1p4,8.834,8,5,2926,2724,24,15,14,15,9x32,1x32,26.192,2493,1725,768,0,2027,0,8,5
io8_l1n1p2_l3n1p4_d1d2,8.834,64,5,2900,5841,25,15,15,15,9x32,1x32,54.779,4124,3356,768,0,3192,0,64,5
io8_l1n1p2_l3n1p8,8.172,24,40,5786,5105,32,8,28,8,9x32,1x32,58.538,4278,3762,512,4,3723,8,8,40
io8_l1n1p2_l3n1p8_d1d2,8.172,80,40,5753,6658,33,8,29,8,9x32,1x32,86.137,5575,5060,512,3,4584,8,64,40
io8_l1n1p2_l3p1n1,8.759,32,40,8950,6608,141,14,25,14,9x32,1x32,67.243,6628,6116,512,0,7500,16,0,40
